"Gene","Dsec_Mal_AS_R1","Dsec_Mal_AS_R2","Dsec_Mal_AS_R3","Dsec_Fem_AS_R1","Dsec_Fem_AS_R2","Dsec_Fem_AS_R3","Dsec_Mal_JP_R1","Dsec_Mal_JP_R2","Dsec_Mal_JP_R3","Dsec_Fem_JP_R1","Dsec_Fem_JP_R2","Dsec_Fem_JP_R3","Dsim_Mal_JP_R1","Dsim_Mal_JP_R2","Dsim_Mal_JP_R3","Dsim_Fem_JP_R1","Dsim_Fem_JP_R2","Dsim_Fem_JP_R3","Dmel_Mal_AS_R1","Dmel_Fem_AS_R1"
"CG15548",0,0,0,0,0,0,0.119947,0.0647924,0.0464606,0,0.0214962,0,1.57725,1.23935,1.15631,0,0,0,0,0
"CG15549",0,0,0,0,0,0,0,0,0.505671,0,0,0,1.98203,3.28975,3.37071,0.326766,0.34857,0,0,0.0855669
"CG15550",0.164799,0,0,0,0,0,0.125523,0.135404,0.129483,0.561843,0.194628,0.18796,2.71663,1.21098,2.31393,4.04017,4.14844,4.82773,1.11753,1.04704
"CG15553",106.413,107.168,105.133,85.0913,87.0863,86.6971,139.863,136.908,134.97,110.067,109.336,109.218,22.7128,21.8919,22.8544,23.2074,23.0675,24.4134,1.65552,1.33084
"CG15554",0,0.16035,0.153788,0.12924,0,0.267248,0.113682,0.243911,0,0.511054,0,0.170455,0.636485,0.225788,0,0.160882,1.02978,0.492375,0.207034,0.137177
"CG15555",0.362599,0.36521,0.139952,0.200308,0.173769,0.353157,0.448318,0.576292,0.604164,0.735317,0.641117,0.642567,0,0,0.0642451,0.0448478,0.0239868,0,0.0460626,0.0828634
"CG15556",1.19065,0.971384,0.683711,1.02178,1.14052,0.743203,1.41569,1.41328,1.34739,1.45298,1.08131,1.56618,4.07558,4.33175,3.6933,4.06571,3.2915,3.76587,2.85156,2.62447
"CG15561",1.2434,0.830504,1.86955,1.68203,1.15118,1.285,2.0674,1.7841,2.16124,2.11722,2.1643,2.28735,1.51883,1.38585,1.64617,1.421,1.66221,1.85157,2.68885,2.6655
"CG15563",7.27288,6.48384,14.9062,6.19216,4.44118,3.19563,6.56329,10.5491,8.42253,17.0648,30.9424,21.3724,19.4261,17.459,18.2618,40.6685,30.2189,30.3933,8.60604,7.88048
"CG15564",2.08419,1.83898,2.06215,1.65869,1.6085,1.58475,3.17052,3.4054,3.34662,4.0143,3.18564,4.06712,4.58824,4.80523,4.96719,4.54111,5.47449,5.11174,6.61177,5.6084
"CG15570",0,0,0,0,0,0,0.00906255,0.00978452,0,0,0,0,0.0310491,0.016641,0.0317635,0.0337132,0.0240887,0.0115003,0.0054034,0.0170509
"CG15571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG15572",0,0,0,0,0,0.0594501,0.477577,0.568022,0.542983,0,0,0,3.70951,4.13427,4.02099,0.0263503,0.0847914,0.053953,0.00437772,0
"CG15577",0,0,0,0,0,0,2.50865,1.34794,2.83982,0.404515,0.420619,0.810651,15.028,12.5847,14.387,0.362353,0.386122,0,0.0310365,0
"CG15579",0.391788,0,0.803386,2.03436,0,0.351001,1.68694,0.301735,1.15625,0.460339,0.477397,0.460027,7.11698,4.31824,3.10085,2.91711,2.66135,3.39468,1.28552,1.20409
"CG15580",0.0166768,0.0179227,0,0,0.0160367,0.0153512,0.0617523,0.0399597,0.0637393,0,0.0353681,0.0341161,1.04396,1.33479,1.06768,0.0324308,0.0173695,0.0165751,0.190194,0.127131
"CG15594",0.0396153,0,0,0,0.0378117,0,0,0,0.0308935,0,0,0,0.054257,0.115887,0,0,0,0,0.060466,0.0335761
"CG15599",0.00996359,0,0,0,0.00950416,0,0,0.0332042,0.0158856,0,0.0109774,0,0.0998183,0.128651,0.163747,0.0145357,0,0.0446436,0.0410881,0.0267728
"CG15601",1.36453,1.84609,1.52492,1.20642,1.42348,1.1982,2.21559,2.29651,1.67034,1.57996,1.32975,1.4027,3.90406,3.15564,3.59009,3.10783,3.26701,2.94347,5.02524,3.99525
"CG15602",12.2093,12.5967,10.6995,10.5903,10.7233,11.3024,13.3276,13.6257,15.3362,12.4422,12.1034,12.4418,16.8761,20.9514,19.4613,20.9282,17.9183,18.1379,16.9519,15.1926
"CG15605",0,0,0,0,0,0.136802,1.72533,1.27928,1.44607,0,0.159537,0.307745,10.0876,6.21672,8.52637,0,0,0.144831,0,0.0231629
"CG1561",2.33286,2.55448,2.34197,3.37852,3.16043,3.43322,11.9426,11.7311,11.0897,25.3933,26.5459,26.6938,36.7489,36.3264,32.5213,45.7732,44.3356,46.3394,4.90504,7.95243
"CG15611",14.0063,13.141,13.0683,11.529,12.6001,14.071,19.3646,20.0238,18.5197,18.153,18.3438,18.3846,14.6624,14.5927,16.1295,17.649,17.6294,18.3152,24.1271,23.7947
"CG15614",0.0337549,0.0726861,0.104403,0,0.0325309,0.0310803,0.0505083,0.0545543,0.0781936,0.0349177,0.0362985,0.0699529,0.186951,0.300195,0.430547,0.169095,0.326393,0.242282,0.0181764,0.0407929
"CG15615",0.0765503,0.0412419,0.15795,0.103219,0.112226,0.0716067,0.0529932,0.171891,0.246741,2.9505,2.95022,3.03441,0.492031,0.211183,0.402976,0.216209,0.424911,0.517113,0.068174,0.0409333
"CG15617",7.65065,6.46741,5.62501,4.44132,3.7661,5.32927,131.34,131.769,131.005,139.503,139.77,130.615,651.896,682.785,684.035,404.143,425.607,414.13,17.3648,12.6994
"CG15618",0.735243,0.982128,0.753681,0.639974,0.651311,0.655447,1.32653,1.41171,1.23929,1.18432,1.29011,1.33766,0.90498,0.889426,0.724279,0.747567,0.797333,0.612408,1.37994,1.42832
"CG15625",0.169804,0.227389,0.217706,0.150219,0.243814,0.116712,0.774734,1.10018,1.02243,0.518088,0.35788,0.345121,4.81044,4.70213,6.05639,0.438861,0.596596,0.244288,0.696752,0.435062
"CG15626",11.2039,10.7663,11.4793,9.82407,10.5463,10.0689,14.4894,14.1537,15.0436,14.8979,15.2585,15.0073,16.6126,17.5111,16.0999,18.4044,18.4212,18.434,15.439,14.7685
"CG15628",54.1933,55.3029,53.3166,44.4145,46.9164,45.1347,67.1419,67.6342,67.0109,71.9737,72.643,71.4696,82.3116,81.3398,85.8752,92.3655,89.7972,92.831,61.2357,56.8637
"CG15629",4.8691,3.50709,3.20643,4.23368,3.70625,3.22988,6.82115,5.56409,5.39638,5.96557,6.41189,6.3733,7.78418,9.01229,7.96011,7.35761,8.23264,8.58679,5.77582,5.49261
"CG15630",8.53786,9.87454,8.81498,7.2631,8.31136,7.56154,11.8435,12.5747,13.2014,13.3527,13.7636,13.9357,7.8781,8.11422,7.72237,8.69478,7.14934,8.59784,14.9589,14.2321
"CG15631",0,0,0,0.044653,0.0242909,0.0232264,1.05581,0.929619,0.929263,0.217198,0.141241,0.0544162,5.94002,5.11774,5.18561,0,0.0560123,0.0801937,0.0530911,0.0242575
"CG15634",0,0,0,0,0,0,0.200081,0.277321,0.058934,0,0,0.0795358,1.68523,1.23991,1.23872,0,0.0808117,0.0385932,0,0
"CG15635",0.0170115,0,0,0,0,0.0157817,0.2447,0.316645,0.391461,0,0,0,2.90163,2.95604,1.951,0,0,0,0.00332582,0
"CG15642",8.41965,9.37355,11.4534,10.1335,9.29244,11.7899,14.2694,13.1015,11.2552,15.6689,15.9866,14.3921,9.12215,14.3998,7.1479,15.3075,14.2354,13.9773,16.0429,18.6398
"CG15643",3.83415,4.58222,4.48007,3.30756,4.82426,3.66454,7.11278,7.71549,7.24297,6.81916,6.95093,5.52441,10.8627,13.066,13.3878,10.7632,11.9404,12.5189,8.29319,6.96266
"CG15649",0,0.221428,0.212293,0.182074,0.789748,0,0,0.33327,0.158966,0,0.243145,0.469088,0.545541,0.291724,0.278729,0.423536,0.226496,0.216594,0,0.105109
"CG15650",9.41347,7.61101,8.49027,8.76628,11.1308,10.8002,9.08625,8.71008,10.5878,12.7433,11.2692,12.1349,29.5698,25.9919,27.5279,45.391,44.9827,43.8036,7.10723,7.4733
"CG15651",4.23735,2.97813,3.84143,3.3768,3.15414,3.38299,5.45294,5.44148,5.90407,5.48257,4.74746,5.60394,5.81538,5.04967,4.71925,5.1993,5.72591,5.546,6.09959,5.81368
"CG15653",8.3973,5.7017,8.07798,8.20231,7.10049,6.99323,9.04742,8.87349,8.15466,10.5169,9.56631,8.39943,3.09379,3.93774,3.61601,4.14315,2.92147,4.6891,9.30075,8.21508
"CG15657",0.26208,0,0,0,0,0,0.593403,0.426871,0.815842,0.304244,0,0.613346,14.6262,25.3958,16.7759,0.288724,1.54605,0.88696,1.95817,1.73669
"CG15661",210.225,208.005,214.569,202.071,204.741,206.627,247.256,254.233,245.594,240.465,239.542,240.918,152.23,142.97,141.999,152.45,159.416,150.829,249.049,223.452
"CG15666",15.4928,15.5291,15.5095,15.3443,15.3427,16.1028,20.5329,21.129,21.1593,21.5241,22.0821,21.8029,22.6803,19.6666,20.7769,24.5981,23.5298,23.7001,37.3698,37.8358
"CG15673",16.3654,15.093,15.1555,15.281,15.8711,15.2501,29.3955,32.5423,35.1234,32.6637,31.3156,34.5056,35.9768,36.3504,36.2366,41.479,45.4133,46.224,33.6985,27.4145
"CG15674",1.8416,1.42248,1.56134,1.37845,1.80404,1.75645,3.05332,3.08914,3.69982,3.01299,3.12668,3.04493,3.0676,3.36542,2.83747,2.24741,2.50368,2.2661,3.4577,3.60236
"CG15676",0,0,0,0.0900217,0,0.0936926,0.6894,0.661594,0.237215,0.10967,0.114258,0.110232,2.81109,2.10996,1.29681,0,0.112087,0,0.0247999,0
"CG15695",1.29653,1.23803,1.4872,1.01841,1.28884,1.13536,1.62606,1.37863,1.41299,1.32035,1.46377,1.6633,2.97002,3.29604,2.89002,3.44046,3.49947,3.13471,2.84779,2.87737
"CG15696",0.451266,0.484341,0.463138,0.591232,0.213117,0.612537,0.437156,1.1307,0.270415,0.50293,0.652053,0.88137,2.05954,1.09861,1.44538,2.24523,1.99565,1.81646,0.0651424,0
"CG15704",11.6786,0,0,4.73767,0,4.87331,3.55812,0,3.63542,0,6.25459,0,18.8533,26.5451,19.0377,6.67863,14.0698,6.78943,0.660929,0.371958
"CG15705",0,0,0,0,0,0,0.942995,0.679382,1.13642,0,0.258528,0,10.0976,10.4856,13.5729,0.226654,0,0,0,0
"CG15706",14.9976,15.1136,14.1537,14.5849,14.3775,14.2904,19.522,20.276,19.9283,21.3211,22.1489,22.569,49.709,48.7907,48.7862,49.8083,50.0751,48.9901,10.605,10.7663
"CG15708",0,0,0,0,0,0,0.57509,0.721909,0.691327,0.135041,0.0702964,0,4.52807,5.18719,5.49927,0.0610255,0.130443,0,0.153606,0.308335
"CG15710",0,0,0,0,0,0,0.0915076,0.0492864,0.0942869,0,0,0,0.459892,0.491852,0.282373,0,0,0,0.015096,0
"CG15711",0,0,0.1194,0,0.111584,0.213419,0.806291,1.25741,0.64749,0.127452,0,0.127924,10.2556,7.68344,9.00341,0,0.258308,0.246747,0,0
"CG15712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG15717",12.5181,10.9111,11.0295,8.4007,8.46954,9.96357,17.4453,16.2892,18.2275,19.157,17.978,17.7441,18.5339,17.7352,18.3378,19.1896,19.4254,20.7145,9.98982,9.72894
"CG15719",0,0.175024,0,0,0,0,0.585462,0.505882,0.968424,0,0.182631,0,1.90974,0.875237,0.558806,0,0,0,0.0418071,0.0373503
"CG1572",75.3619,71.8179,75.904,54.2993,52.0613,52.1621,121.156,115.059,117.226,103.944,108.49,100.855,301.952,300.906,300.769,260.963,252.335,257.702,75.7341,53.8142
"CG15721",0.0328809,0,0,0,0,0.030511,0.0226371,0,0.0117085,0,0,0,0,0,0,0,0,0,0.0141952,0
"CG15725",0.18629,0.199899,0.3255,0.130451,0.158778,0.152054,0.220571,0.284774,0.242377,0.263185,0.188924,0.222523,0.385844,0.686248,1.04968,0.555938,0.892674,0.852788,0.0883985,0.12599
"CG15728",0.176539,0.0633195,0.242297,0.313589,0.227073,0.271501,0.346696,0.187068,0.357504,0.605558,0.630476,0.485904,1.18504,1.73852,1.33637,0.537714,0.729511,0.347673,0.0129662,0.0351596
"CG15730",1.16477,1.06774,1.25943,0.895569,1.15608,1.08827,1.4646,1.45994,1.3396,1.34582,1.45886,1.15644,0.361261,0.41405,0.544271,0.713466,0.673309,0.659692,1.24272,1.2592
"CG15731",1.56521,1.42587,1.70163,1.66488,1.47676,2.31264,1.48208,1.55362,1.41688,2.43259,1.49982,1.77159,6.72051,7.22956,6.33002,7.59002,8.30682,6.21329,1.30518,1.35882
"CG15734",0,0,0,0,0,0,0.221746,0,0.228155,0,0.73282,0.707291,6.32805,5.1588,3.42044,0,0,0,18.9391,26.2507
"CG15735",28.2376,26.8783,27.2684,29.8129,33.1332,29.913,44.5979,41.4186,42.0915,46.3742,46.7991,43.1236,49.7386,48.3189,49.0051,57.0018,55.2281,55.3295,41.6975,42.8838
"CG15738",12.4886,15.3186,13.1127,13.1701,15.0194,14.2452,22.7458,22.6932,22.8214,22.985,24.1418,21.8043,25.3562,25.2604,23.0572,25.7794,27.4045,28.1651,14.4047,13.0833
"CG15739",1.19977,1.45315,1.28541,1.23956,1.43945,1.23537,3.28951,3.57843,3.30539,5.82547,6.77287,5.60353,6.37457,5.99094,6.03543,6.93724,8.49164,7.46512,2.25807,2.44851
"CG15740",0.393701,0.901831,0.756377,0.191705,0.239441,0.259685,0.427714,0.260924,0.337942,0.0787466,0.0816801,0.058998,0.021085,0,0,0.0146304,0,0,0.15093,0.18112
"CG15747",3.99045,3.52751,3.47113,3.79525,4.10571,3.78647,4.21918,4.30101,3.89193,4.99031,5.29966,5.8921,6.00798,6.13679,6.81939,7.56667,7.98799,7.53931,6.86801,5.95326
"CG1575",2.37587,2.20026,2.21255,2.13044,2.23354,1.89546,3.6139,3.12049,3.25355,2.72396,3.04575,2.77796,2.67502,2.72862,2.15667,2.13736,2.24138,2.50356,3.6857,2.75034
"CG15753",0.195567,0.0898351,0.0861185,0.0722306,0.0260482,0.0746971,0.156869,0.144513,0.069216,0.156349,0.0970595,0.0311672,0,0,0.242975,0.179083,0.383183,0.183178,0.588665,0.970194
"CG15754",0,0,0,0,0,0,0,0,0,0,0,0,0.148879,0.237869,0.151757,0.88912,1.28279,1.38503,0,0
"CG15756",0,0,0,0,0,0,0,0.0407024,0,0.0530761,0,0,0,0.120348,0.115118,0,0,0,0,0.024644
"CG15760",0.681114,0.522508,0.450721,0.598636,0.417454,0.532096,0.484535,0.52227,0.806767,0.723548,0.751614,0.56979,4.72405,3.56221,5.13134,5.46478,5.0833,5.30147,6.97942,6.56681
"CG15764",0,0,0.0443101,0.0378646,0.0409188,0,0.647465,0.805164,0.912191,0.0952552,0.198144,0.0954908,4.88055,4.73888,5.79584,0.0875795,0.046659,0.0892057,0,0
"CG15765",10.7619,10.7899,11.7591,7.59141,7.78518,7.37699,10.2719,10.7482,10.3636,10.6485,9.99027,10.3401,12.676,13.7109,13.7982,14.6245,16.4322,14.6342,21.1072,18.0163
"CG15766",0.0803042,0,0,0.140713,0.22822,0.0727883,0,0.137406,0,0.268331,0.278307,0.0894595,0.797952,0.969981,0.464557,1.45177,0.860024,0.411149,0.0703634,0.681438
"CG15767",0.281643,0.129605,0.330984,0.106352,0.153761,0.294058,0.248684,0.234413,0.35224,0.085995,0.0446026,0.0430232,0.481521,1.33694,1.37815,0,0,0,0.0922475,0.142485
"CG15771",51.1051,51.0016,50.6906,46.078,45.7432,45.9701,77.7869,78.5283,78.6582,98.2697,105.512,100.683,107.948,110.273,116.849,154.783,156.057,160.947,131.695,171.384
"CG15772",26.3964,24.6257,23.7151,17.0192,16.4143,20.0223,34.12,37.1587,38.234,37.1995,38.0444,40.2723,25.3509,26.5948,27.8716,30.1918,32.4215,30.8627,17.6269,12.9332
"CG15773",0.321434,0.069055,0.363692,0.0278474,0.18117,0.231202,0.104999,0.22613,0.162277,0.218606,0.150958,0.145506,0.219647,0.420796,0.358302,0.337342,0.228862,0.281255,0.180138,0.182887
"CG1578",6.15858,5.23227,4.99169,2.94467,3.94988,3.4646,7.85797,8.88055,8.79308,8.6985,8.70593,8.84746,16.4505,16.8219,16.3052,14.7081,14.9896,16.064,11.5185,10.1774
"CG15784",22.8388,22.4666,24.4889,43.3218,44.3175,43.6994,32.3662,32.7412,30.9779,81.7497,80.8413,81.2481,28.6402,28.567,30.2114,43.5641,45.7303,46.5135,41.4655,48.8109
"CG15803",2.52688,2.60335,2.46579,1.83268,1.91326,1.61657,2.19047,2.3546,2.29922,2.2645,2.7764,2.60042,2.21014,2.72079,2.21197,2.74174,2.99845,3.08235,9.9623,9.41881
"CG15814",22.8178,21.6168,22.9939,21.5799,20.9396,22.9392,31.0727,30.6521,30.0492,29.1553,29.975,27.4284,44.5965,40.7806,46.9528,42.3807,42.7917,40.9031,33.563,31.6029
"CG15817",2.95635,2.42016,2.61993,2.05308,2.23443,2.14795,3.19816,3.62001,3.31648,3.02013,3.13381,3.15886,5.89019,5.25,5.29376,4.26241,4.00406,4.11802,10.1737,9.76198
"CG15818",0,0,0,0,0,0,0.183601,0.238109,0.227908,0.780147,0.813212,0.679641,7.58584,6.34825,8.45171,0.973905,0.366389,0.64843,0.025088,0.147077
"CG15820",0.214214,0.230194,0.0551812,0.0475946,0.20638,0.049359,0.117944,0.211773,0.445547,0.496426,0.228897,0.772528,0.288064,0.385401,0.0736499,0.421641,0.169273,0.269428,0.0104812,0.0187664
"CG15822",2.85678,2.73793,2.52803,2.26988,2.52168,2.19878,4.27561,4.39895,4.06442,4.83931,4.37762,4.17399,1.66914,1.50214,1.58765,2.16224,2.21357,2.1506,1.4,1.12911
"CG15829",10.6079,13.2159,9.06935,11.92,11.7347,13.9067,16.8809,15.7278,19.6866,24.5871,22.2532,27.8069,45.8377,36.342,36.9414,50.0468,43.639,53.4676,14.1805,15.1682
"CG15861",0.973196,1.2335,0.727037,0.544973,0.589652,0.645063,1.21645,2.07687,1.25222,1.12076,1.58323,1.93297,1.92477,1.63807,2.35285,2.309,3.14693,2.73326,3.13921,3.02593
"CG15863",4.41674,3.30179,5.60163,4.64292,5.32879,5.22761,6.00076,4.83287,5.51528,4.90883,5.83294,4.43869,16.7008,18.3796,19.8655,21.9754,20.2784,19.329,12.0899,10.8367
"CG15865",0.617022,0.650014,0.622297,0.244594,0.397207,0.422491,0.687486,0.467411,0.652619,0.717292,1.0135,0.680256,0.609551,0.879328,0.467283,0.427538,0.399965,0.382108,0.141859,0.0834503
"CG15873",0,0,0,0,0,0,0.263748,0.243081,0.271391,0,0.111043,0.106962,1.02156,1.1611,1.80934,0.0488244,0.104197,0.04985,0,0
"CG15876",0,0,0,0,0.141539,0,0.791804,0.24312,0.232877,0,0,0.171458,3.2756,3.26623,3.9595,0,0,0.155446,0.0408468,0.0353939
"CG15877",3.83024,5.6009,4.18862,3.91401,4.84032,4.54309,4.60049,4.64375,4.5838,4.63442,4.57061,4.87762,4.44002,5.017,5.55693,4.5519,5.23251,4.47987,4.52883,4.54091
"CG15878",0.0633731,0.23812,0.260664,0.167916,0.121332,0.290322,0.684004,0.787375,0.535105,0.326917,0.305927,0.262009,6.28319,7.32927,6.28457,2.88362,3.15489,2.29952,4.57415,3.27188
"CG15879",4.17277,3.58023,4.7104,3.65172,3.88123,4.48647,9.91941,8.79773,8.78086,9.60476,9.86093,8.86189,3.58167,3.5087,3.10843,3.96689,3.44758,4.19475,1.72714,1.71698
"CG15880",0.511808,0.942771,0.601967,0.779891,0.705095,0.674376,1.10597,1.01298,1.30906,1.33254,0.977374,1.17765,3.34637,2.27942,2.38536,2.55287,2.7327,2.23866,0.405081,0.451349
"CG15881",20.6667,15.2787,23.2291,20.7217,18.7057,23.8004,25.546,30.1069,25.3842,27.0906,21.4995,26.5728,18.9152,15.9918,19.1247,17.0627,17.4059,19.143,13.7289,14.0266
"CG15882",0,0.19504,0,0,0,0,0.241401,0.260243,0.37375,0,0,0,4.74861,2.51482,2.41072,0,0,0,0,0
"CG15887",0,0,0,0,0,0,0,0,0,0,0.099574,0.288201,0.242114,0.257989,0.24673,0.179302,0,0.183182,0.268831,0.298949
"CG15888",0.0445586,0,0,0,0,0,0,0,0,0,0,0,0.0619671,0,0.0633512,0.0903036,0,0.0461807,0,0
"CG15891",46.8638,42.7099,47.9079,50.8928,50.958,51.5244,55.9731,58.7575,62.2987,73.6859,73.2923,69.6425,38.8791,46.8262,42.7628,59.5881,65.2682,68.5343,0,0
"CG15892",0.0495939,0.106311,0,0.0877418,0.0474876,0,2.24424,1.61003,1.85059,0.259358,0.268837,0.207221,13.7852,16.5871,16.003,0.479535,0.563979,0.637108,9.7463,10.5239
"CG15894",1.16992,1.16209,1.01961,0.735808,0.800683,0.850117,1.20415,1.13501,1.08805,1.15186,1.26246,1.30017,0.282792,0.200838,0.288129,0.40713,0.277519,0.331901,2.75486,2.64752
"CG15896",2.01129,2.30699,1.84403,1.22197,1.40934,1.19917,1.96016,2.1656,1.89626,1.86667,1.51629,1.51487,6.13823,3.78612,4.94048,4.17347,3.4055,4.75866,3.57981,3.31752
"CG15905",0,0.0533065,0.0510723,0,0.0473712,0,0,0,0.0386501,0,0,0.0527205,0.0855489,0.0913824,0,0.063262,0.0676606,0.0646044,0,0
"CG15908",6.31083,7.80709,7.96759,6.16832,6.70299,7.28257,10.304,9.97385,9.26308,10.5108,12.0717,11.6342,6.76181,7.95579,7.78163,5.89951,7.98091,6.70252,22.2978,21.4654
"CG15912",13.1469,11.9126,12.7845,10.8717,12.2291,11.8975,15.2251,13.4184,14.3076,14.364,11.7258,13.781,8.80697,9.50082,9.94676,6.19058,6.39374,7.15362,5.16555,4.01815
"CG15914",5.43884,5.89206,4.6206,4.735,4.18924,5.06664,6.64958,5.93361,6.82443,4.96103,5.36982,6.08376,7.68772,7.22901,8.407,7.31765,7.68147,7.14529,3.45609,2.248
"CG15916",10.8219,11.0529,11.6872,10.3554,12.8224,12.0052,12.2876,12.6524,12.4329,12.723,12.2621,13.7375,17.5367,15.2657,14.7368,18.7821,18.0667,18.3495,21.083,22.5236
"CG15919",0,0,0,0,0,0,0,0,0,0,0.498956,0,0.493702,0,1.0074,0,0,0,0,0
"CG15922",63.6225,36.6499,43.0426,41.382,56.2022,44.8705,49.0536,60.314,50.2241,51.4351,53.3174,45.7087,79.4846,68.8159,64.2258,92.7949,71.7623,79.5362,63.4045,54.0927
"CG15923",7.19986,8.54601,7.52065,5.56921,5.49003,5.66332,5.18533,5.20521,5.45528,5.60994,4.95558,5.22651,13.4657,12.7506,12.0265,13.4767,12.8043,14.1207,32.7519,30.3312
"CG15925",0,0,0,0.0378414,0,0,0.680569,0.418742,0.668101,0.0896707,0.0464745,0.0448422,5.98731,4.30621,5.50627,0.0848307,0,0,0,0
"CG15930",0,0,0,0.0198317,0,0.0412096,0.0532962,0.153194,0.219799,0.0975415,0.0253273,0.0732856,1.00504,1.03957,0.861793,0.252681,0.17211,0.0704478,0.0251278,0.0284087
"CG1597",8.41879,8.40147,7.85949,7.37576,7.07936,6.42052,10.9852,11.6776,12.2366,12.1809,13.425,11.5614,13.9633,15.2527,14.3287,14.7829,14.364,14.0131,10.7782,10.3402
"CG1598",26.3308,28.0065,28.4525,27.383,26.7776,26.6329,35.8514,39.988,38.7008,37.0809,37.6924,37.6788,50.5367,50.2142,48.9908,47.7251,48.6413,51.9661,48.8082,45.9316
"CG1599",46.4843,45.1736,50.3318,47.2701,51.6427,46.5962,65.5257,66.1692,63.2241,69.1376,69.1229,71.3473,86.7388,80.1084,80.6684,82.8364,84.0054,84.5855,47.2382,44.4017
"CG1600",94.9116,92.6353,93.5966,78.9226,82.576,80.0757,174.858,172.192,175.335,175.498,183.894,175.856,485.076,492.322,495.859,587.019,600.629,601.113,221.316,187.413
"CG1602",1.75307,2.01666,2.26176,1.76926,1.65877,2.22329,2.70538,2.60644,3.1454,3.22063,2.56825,2.72487,2.61698,2.65594,2.43792,2.67559,2.68708,2.76284,1.45872,1.18355
"CG1603",2.97058,2.65002,2.98764,2.80365,2.5148,2.53209,3.38009,3.0768,3.29635,3.64912,3.2964,3.22533,3.79912,4.23517,3.02701,3.32874,3.51557,3.6408,5.19078,4.96643
"CG1607",7.20176,7.9252,7.90257,6.66396,5.41612,5.89095,11.081,11.0889,11.8084,13.6314,14.6255,13.6957,11.9337,12.7954,12.4135,11.5921,11.8676,10.7559,11.3338,10.8092
"CG1628",6.87369,5.69696,6.171,4.27943,4.62687,4.57983,14.3434,15.2752,15.7224,19.6083,21.3281,18.2828,26.1221,23.5931,24.4201,28.8141,28.6975,30.3039,6.33887,5.30669
"CG1632",0.430196,0.247952,0.440919,0.43373,0.468489,0.403437,0.762633,0.761109,0.509111,0.95156,0.966934,1.00527,0.564708,0.772327,0.575274,0.919048,0.820673,0.803648,1.04738,1.24862
"CG1635",10.6746,11.4532,10.1942,10.281,9.49286,9.33471,13.7939,13.3407,14.1193,13.6496,13.8022,13.9415,16.491,14.7799,15.2048,15.9642,17.4159,15.6668,13.8792,14.4902
"CG1636",35.7819,35.6277,33.9113,33.7249,32.2252,31.7101,44.3937,42.5233,43.7316,43.7312,46.12,44.8579,34.8761,33.2387,31.0428,30.5312,31.8032,30.9705,48.973,49.84
"CG1637",38.4091,39.7579,38.3287,38.5931,40.1752,37.3462,58.222,58.8706,57.997,61.9462,62.1241,61.6581,54.0359,55.5911,55.5668,59.2188,59.8636,59.7181,103.906,95.9309
"CG1638",0.259305,0.596754,0.533078,0.623227,0.675274,0.340133,1.34393,0.975231,1.04673,0.952427,0.988485,0.762813,2.9026,2.45955,3.11734,0.0359826,0,0.220761,0.334656,0.386699
"CG1640",116.251,120.617,119.415,124.965,126.438,129.062,167.275,172.071,170.754,214.382,220.31,218.725,270.409,266.074,268.782,345.099,346.098,346.039,216.583,255.869
"CG1646",14.5858,13.9729,15.1145,12.675,13.6054,13.1862,18.3429,17.4131,17.7441,16.997,17.074,16.6238,24.364,24.1167,23.8657,23.9502,24.4103,24.3508,28.6601,26.2706
"CG1647",1.01923,1.07398,1.20121,0.880158,0.796861,0.864622,1.01302,1.1583,1.03082,0.992623,0.853063,1.06461,1.46168,1.32315,1.14122,1.29565,1.3085,1.33742,2.57602,2.62612
"CG1648",346.866,345.918,337.887,295.693,284.154,287.424,407.978,420.446,417.129,463.48,469.349,458.987,383.093,393.732,390.061,447.302,450.554,453.375,428.769,394.531
"CG1657",10.4827,10.8187,11.1316,9.9201,10.4945,10.4709,16.0672,15.2368,15.4297,17.7798,17.8463,17.5578,10.0485,10.3873,9.33107,13.3895,13.7799,13.634,19.9054,23.0573
"CG1662",14.1743,15.455,14.9565,16.2231,16.7464,17.8467,19.3932,17.5315,19.263,22.4432,21.0211,24.0111,24.7427,23.7685,22.7161,23.7448,25.1471,24.1011,13.8398,14.3161
"CG1663",2.29839,2.71203,2.43225,2.4036,2.11877,1.99736,3.31907,2.62408,2.27388,2.48774,2.95494,2.84886,3.95768,3.39121,3.28894,3.69473,3.4533,4.05757,3.91456,3.23068
"CG1665",2.55077,2.0335,2.16411,3.08589,2.83836,3.20563,4.53214,4.12191,4.53145,5.79145,4.82537,4.47716,6.07162,5.52802,5.59126,6.28496,5.25572,7.03964,7.12855,8.4469
"CG1667",2.69762,2.85088,3.32119,3.2115,3.32909,3.15988,3.99132,3.43994,3.85731,4.24087,4.43395,3.96221,11.7264,12.1711,12.5109,12.3972,12.8883,11.1882,8.20076,7.45432
"CG16700",34.1163,34.3456,36.5155,44.8197,44.8319,46.776,39.9319,42.0575,40.5472,52.6018,54.318,53.5797,44.6162,42.5445,44.5571,66.0501,67.4837,67.5566,99.7978,106.47
