"Gene","Dsec_Mal_AS_R1","Dsec_Mal_AS_R2","Dsec_Mal_AS_R3","Dsec_Fem_AS_R1","Dsec_Fem_AS_R2","Dsec_Fem_AS_R3","Dsec_Mal_JP_R1","Dsec_Mal_JP_R2","Dsec_Mal_JP_R3","Dsec_Fem_JP_R1","Dsec_Fem_JP_R2","Dsec_Fem_JP_R3","Dsim_Mal_JP_R1","Dsim_Mal_JP_R2","Dsim_Mal_JP_R3","Dsim_Fem_JP_R1","Dsim_Fem_JP_R2","Dsim_Fem_JP_R3","Dmel_Mal_AS_R1","Dmel_Fem_AS_R1"
"CG6115",115.328,103.834,101.205,113.827,103.194,97.7711,175.862,185.858,158.641,184.073,172.535,182.893,233.895,216.899,225.017,255.068,229.436,229.389,140.67,128.526
"CG6118",0,0.0136713,0,0,0.0242649,0,0.02871,0.0102953,0.0394457,0.0264214,0.0136949,0.0395926,0.221178,0.168089,0.225092,0.0892677,0.119368,0.045573,0.0645691,0.0616354
"CG6123",0.020443,0.0218304,0.0418775,0.0357414,0,0.0920853,0.032537,0.0348684,0.0668487,0.0890109,0.0230088,0.0443344,0.0291963,0,0,0.0200468,0.0426641,0.0408026,0.354434,0.572142
"CG6125",58.4241,56.6534,55.6913,38.5927,39.1081,40.0849,72.2151,73.9483,74.7685,62.7581,62.8227,64.6066,19.8621,18.9181,17.9578,16.5427,16.9939,17.3912,30.6036,26.7469
"CG6126",32.2423,32.7875,31.7341,30.9017,28.9726,30.4927,36.8956,37.5448,35.909,37.7731,37.8129,38.4795,68.7161,63.6604,63.7428,66.8226,64.3837,66.2501,70.5068,65.2448
"CG6136",2.93325,3.28097,3.14138,2.24738,2.95881,2.8301,3.59778,2.81822,3.70538,3.22428,3.96746,2.17577,4.96675,5.5808,6.20034,5.90697,6.64321,5.41416,2.39935,2.46619
"CG6140",0.0370818,0.0796164,0.114332,0.0980349,0.0353892,0.0677383,1.20117,1.5336,1.17994,0.0782783,0.284274,0.156835,4.03835,3.2377,3.70929,0.153336,0,0,0.0277379,0.0383389
"CG6142",1.18449,0.980342,1.15934,1.19129,1.14781,0.759507,1.825,1.47904,1.50822,2.527,2.1683,1.96332,1.04382,1.51599,2.0153,1.79846,1.85755,1.68204,1.04993,0.858197
"CG6144",12.3825,14.2452,13.4307,12.734,11.1948,14.1545,16.48,19.3637,18.1284,18.582,18.9873,16.9888,16.7306,14.663,18.5042,20.0829,19.826,22.6681,14.2883,14.6291
"CG6149",0.173388,0.0620798,0.118879,0,0.111175,0.159581,0.514818,0.323805,0.265318,0.0594916,0.0617554,0,5.29602,4.64154,4.11578,0.457235,0.24443,0.525761,0.123978,0.146106
"CG6153",11.5881,11.1402,10.6824,11.6108,11.1597,11.3977,15.2481,15.9725,15.2104,14.6209,13.6771,14.9797,20.6935,14.9737,18.2316,17.692,17.4134,17.5144,14.2015,14.256
"CG6154",0.476942,0.314775,0.452427,0.421993,0.2459,0.437093,0.412507,0.532489,0.622782,0.421565,0.438107,0.383914,1.36626,0.937068,1.19661,0.799716,1.33715,0.674405,1.52409,1.43132
"CG6163",6.07005,5.7118,6.88243,5.2346,6.12953,6.29444,7.70887,7.69314,7.40221,9.04507,9.81821,9.59371,9.26758,10.5234,10.3528,12.0814,12.0506,12.5091,5.89161,6.14055
"CG6168",0.080469,0.0865302,0.16584,0.143102,0.0778623,0.0743274,0.711365,0.703623,0.610616,0,0,0,4.71285,4.58694,5.02959,0.0933351,0.100225,0.0477798,0,0
"CG6171",7.82009,8.94586,9.21905,9.55105,10.0275,8.78659,10.9071,10.5479,12.0658,12.507,12.8356,11.6793,3.66103,4.80109,5.2873,3.71201,5.86388,4.60896,13.2892,12.9946
"CG6175",18.7411,18.7717,19.3631,16.059,15.5746,16.8999,30.5567,32.2121,31.8093,33.2154,33.8588,34.1869,33.8355,31.8874,33.3562,36.3823,39.9782,37.3857,11.3343,10.7742
"CG6180",72.2084,75.8959,78.8482,79.7962,80.5254,85.2862,89.7549,88.8712,83.1235,101.445,99.2004,101.687,62.7923,61.3372,60.0603,61.7266,60.5298,68.4207,72.886,72.5089
"CG6182",5.57928,5.65571,6.24828,6.07469,5.42866,5.83912,7.07608,7.56326,7.46154,7.25347,6.64897,6.96681,7.3799,7.91816,7.14989,7.72689,9.03427,8.46741,5.95465,5.6133
"CG6184",3.50372,4.03305,3.71611,2.60545,2.82775,3.05504,6.05914,5.52898,5.78312,5.43457,5.77409,5.92204,8.27617,8.05009,8.18695,7.58807,7.6024,7.71699,6.49167,5.78558
"CG6188",1.26618,1.13312,1.30347,0.989526,0.81881,1.22175,3.04863,2.16349,2.98678,3.58346,3.44807,1.92832,19.6341,19.0504,19.6227,18.053,20.5728,19.5681,0.686236,0.395807
"CG6191",21.0594,22.0708,21.8822,19.7598,19.7578,19.6403,35.8371,36.0403,35.6265,38.3711,40.6175,39.9762,38.0636,39.522,37.311,39.97,41.5369,39.6129,42.0398,37.9591
"CG6194",9.36548,9.56827,9.55714,8.13836,8.87849,8.5969,10.3321,10.7888,10.6836,11.4406,10.7764,11.6981,13.7738,13.9268,13.9439,15.7225,14.6286,16.0018,17.5235,15.8211
"CG6195",13.146,13.5522,13.5611,12.935,12.7013,12.7411,17.9131,18.0397,19.0681,19.8956,19.2755,19.3344,20.0281,19.6023,20.1673,22.5067,21.8126,20.6121,15.5505,15.3975
"CG6196",16.6523,15.7761,14.3726,12.7254,15.2149,14.0199,17.3751,17.8909,18.1491,20.0547,16.2446,18.2487,13.1499,14.2746,14.951,14.0461,15.1974,15.684,15.3098,15.5582
"CG6201",0.25473,0.113926,0.0873761,0.149529,0.243192,0.135681,0.255442,0.292694,0.427956,0.396144,0.43502,0.529929,0.776811,0.831265,0.458568,0.701243,0.591109,0.673221,0.937339,1.10659
"CG6204",5.04175,5.50617,5.70525,5.40121,5.24233,5.09069,6.0509,6.25502,6.33235,5.92604,6.09029,5.57818,8.38687,8.68419,8.22952,8.35354,8.15689,8.26942,6.98222,7.09083
"CG6208",10.3285,10.3021,12.0274,9.95979,9.51752,10.0112,16.2402,14.4866,14.3593,14.8218,14.351,16.726,15.4621,13.1715,11.6853,12.0793,15.0962,15.2379,17.8644,17.1567
"CG6209",0.0203733,0.0220284,0,0.0534049,0.0194407,0.074402,0.754775,0.703676,0.642479,0.105332,0.0879797,0.0211531,4.47261,4.41517,4.97658,0.0207069,0.0223413,0.0212873,0.00770537,0.00354514
"CG6216",4.26518,4.3832,4.53187,3.791,3.30639,3.33643,5.60848,4.61476,6.10651,5.03302,4.77471,4.16527,9.77424,10.1707,9.79717,10.7266,10.3231,11.7485,13.2444,10.9989
"CG6218",30.359,30.1726,31.4988,33.8253,32.6224,36.3609,36.079,37.1533,34.5501,44.876,42.9101,44.0092,56.7717,56.7363,58.6244,61.1629,62.5757,60.8824,64.8253,66.6482
"CG6220",0.23191,0.248806,0.198612,0,0.332749,0.176879,0.286069,0.339052,0.265647,0.318223,0.289731,0.239376,0.816028,1.25274,0.833476,0.0730471,0.0390731,0,0.0078212,0
"CG6227",2.05496,2.16233,1.86197,1.70092,1.59903,1.70008,2.52424,2.50905,2.41898,2.72259,2.41882,2.34001,4.45202,5.17773,4.91954,5.02426,5.64015,4.58488,3.63555,3.73544
"CG6230",8.73712,8.38609,8.52415,7.69547,8.16722,8.13028,11.5808,11.1018,11.0547,11.0087,11.0258,11.3977,11.9215,11.9604,12.4792,9.81769,9.29361,10.1816,13.137,12.8548
"CG6232",10.7837,10.7473,11.2915,9.48237,9.77405,9.27832,12.51,13.5164,13.6512,14.4864,14.9074,15.0215,7.43251,6.46934,7.18302,6.571,7.15549,6.97832,2.98933,3.36739
"CG6234",0.801241,0.862175,0.931432,0.640274,0.596302,0.513535,1.191,1.51186,1.4302,1.34019,1.50028,1.09507,1.94012,2.23151,1.7866,2.12258,1.92676,2.19449,0.636488,0.750872
"CG6236",10.5046,10.763,10.3484,10.3902,10.8058,9.78981,16.6882,17.7433,18.5123,16.4146,17.575,16.0252,15.4838,14.2729,14.2528,14.9454,14.9592,14.5684,17.3468,17.4301
"CG6241",1.16024,1.43361,1.37302,1.44804,1.3126,1.25497,1.72536,1.68089,1.92434,1.87802,1.45402,1.59141,1.17887,1.04906,1.18292,0.687275,0.990102,1.18583,1.04783,1.04446
"CG6244",73.2187,85.5616,82.5256,81.9816,80.6704,69.2303,118.135,113.137,119.009,103.07,111.763,101.69,1.43421,0.76738,0.7352,0,0,0.633185,0,0
"CG6254",2.69501,2.75243,2.86821,2.86329,2.55204,2.8548,3.11179,3.63924,3.67755,3.77269,3.41752,3.14853,3.78591,5.06614,3.70185,3.65482,3.71704,4.25945,4.487,4.40218
"CG6255",0.0834753,0.0448296,0.0428884,0.111346,0.0402019,0.0384625,2.40538,1.89366,2.03554,0.388426,0.358048,0.38824,11.0462,12.0924,11.7693,0.06111,0.294514,0.218793,0.0303763,0.0363035
"CG6259",44.1589,49.125,48.8792,42.125,45.9109,46.6752,65.3075,64.3363,63.9906,64.7955,63.7548,63.7658,91.0612,98.0462,93.4732,99.4132,104.023,100.769,60.7059,55.7043
"CG6262",0.0114362,0.0122878,0,0.010113,0.0109735,0.010493,1.31489,1.32354,1.33854,0.0955069,0.198303,0.250967,6.04986,6.0022,5.43418,0.0921436,0.0616915,0.0471583,0.056997,0.115953
"CG6272",123.302,130.058,127.715,121.968,111.879,112.151,156.322,150.669,155.473,144.537,147.674,155.086,173.732,188.601,174.357,186.032,175.575,173.162,67.4616,62.0742
"CG6276",8.30769,8.91957,8.18715,6.39106,7.37311,8.45183,11.1782,10.6784,10.7423,10.667,11.0492,11.8141,14.8706,15.7164,15.5498,15.1026,15.7524,16.1031,13.6139,12.1301
"CG6279",2.89825,3.2958,3.17174,2.79267,3.05233,2.48764,5.17582,5.85576,5.23718,4.14431,4.24678,4.65804,12.0864,11.4973,11.5467,5.3475,4.95742,5.37532,1.44695,1.86083
"CG6280",0,0,0,0,0,0.0208234,0.0436607,0.0282169,0.0180093,0.529441,0.437023,0.565633,0.0474335,0.0844774,0.145369,0.0894601,0.0717066,0.102808,0.0123514,0.0191521
"CG6282",37.5463,35.6172,35.8961,28.3419,28.5275,28.4845,46.6027,47.7478,46.9388,51.9287,51.7925,50.6838,105.297,111.945,105.512,134.347,138.269,140.652,53.9252,50.9511
"CG6283",0,0.0481123,0,0.0794747,0,0,2.54309,2.91236,2.64981,4.63368,4.1213,4.20665,18.2153,15.9403,17.4777,3.84101,4.33305,4.05322,0.283057,0.128354
"CG6287",167.306,168.963,171.003,156.573,158.803,157.166,248.189,248.836,247.852,243.831,253.835,254.2,302.221,311.765,305.114,321.182,320.592,318.222,168.835,161.864
"CG6290",4.39875,4.71387,6.44199,3.58524,2.60797,3.63672,3.97018,5.36682,4.09111,1.97669,2.13497,2.82887,2.47457,1.71732,2.74173,1.08003,0.98678,0.865096,1.57508,1.4422
"CG6293",20.4695,21.2895,19.6211,22.0074,21.6689,21.7866,27.0904,28.0006,25.7774,28.3254,28.3267,28.6971,14.7082,16.8447,16.7855,15.0075,15.2499,16.4026,18.9637,19.2106
"CG6294",8.11093,7.4463,7.04239,5.93951,5.98729,5.71678,9.76277,9.18629,9.53339,11.2492,10.7325,10.5657,7.12693,7.69512,9.02079,8.41271,9.37649,9.34739,0.37103,0.312404
"CG6295",0,0,0,0,0,0,0,0,0,0.0504035,0.0522364,0.0503539,0,0,0,0,0,0,0.0115885,0
"CG6296",0,0,0,0,0,0,0,0.0114643,0,0,0.015312,0,0.130589,0.384255,0.167202,0.117427,0.251594,0.216406,0,0.00370229
"CG6299",22.4685,22.5394,21.2085,18.4962,20.1243,17.9973,34.5516,33.156,35.3067,39.0454,39.6141,38.4026,43.1211,43.1223,40.4536,35.6813,33.4464,37.5903,13.7554,13.1299
"CG6304",0.030173,0,0,0.0524558,0.0571826,0.0273247,0.946535,0.998564,0.931524,0.0650483,0.20314,0.0977962,6.29278,5.3718,6.19011,0.0943718,0.101457,0.0483348,0,0.00678308
"CG6308",41.3906,39.8108,38.6093,38.2378,38.8096,42.6519,60.5039,59.7213,60.8084,71.7764,69.9645,65.3789,46.6661,87.1412,36.2563,80.2061,71.1685,55.1882,11.7428,10.8395
"CG6310",2.12787,1.7863,1.4283,1.97552,3.65153,2.04785,2.9804,3.13781,2.57237,2.40515,2.80507,2.5033,3.16946,9.28229,5.65467,7.42369,5.04251,10.3419,4.43383,5.28845
"CG6321",15.0052,15.3582,14.3543,15.1181,15.9488,15.9642,19.7007,19.0366,18.7527,18.3821,20.065,18.8647,8.24089,7.75724,9.65343,6.51612,7.59774,8.41297,19.0151,18.2951
"CG6324",0,0,0.0167782,0.0144487,0.0100207,0.00199204,0.11749,0.161856,0.113684,0,0,0.0168641,0.103258,0.0667042,0.148513,0.0305751,0,0,0.00550025,0.00761972
"CG6325",1.56039,1.76137,1.73622,1.47165,1.61298,1.48451,2.51965,2.38318,2.27878,2.20044,2.3903,2.17199,1.97072,2.60155,1.86123,1.79505,1.72071,1.73955,2.97718,2.88484
"CG6329",165.211,167.276,171.566,129.601,122.528,123.033,200.204,201.615,202.96,201.972,199.28,193.427,273.474,297.604,285.816,285.05,302.093,297.48,326.067,303.354
"CG6330",85.0232,90.9159,90.609,76.9898,77.6368,76.867,97.443,95.2767,97.4306,90.9635,90.0637,95.4247,265.723,277.456,270.93,283.234,290.936,281.5,132.146,113.768
"CG6332",0.631548,1.03574,0.800986,0.589604,0.566496,1.11931,3.82481,3.83514,4.41068,1.9877,1.60695,1.2704,15.8052,14.2425,14.816,3.49846,2.24244,2.63239,0.933062,0.579035
"CG6333",0,0,0,0,0,0,0.944299,1.20429,0.798038,0.127689,0,0.256278,5.42365,6.56581,6.64437,0,0.0928549,0,0.121841,0.113226
"CG6337",0.0451269,0.0484215,0,0.0790781,0.0856651,0.0409837,0.0347598,0.0748416,0.0358032,0.680537,0.806752,0.874124,0.0632269,0,0.19397,0.135525,0.192974,0.0461527,0.909065,0.804087
"CG6340",23.3104,26.5806,25.1953,24.9401,21.2479,23.3164,38.8725,39.7452,38.7169,43.1309,43.2786,43.4551,85.2814,88.4594,87.6505,96.4049,99.9226,99.9863,42.9423,39.9223
"CG6345",2.55224,3.2162,2.60225,2.65133,2.58586,3.35016,3.63975,3.3085,3.73772,2.97549,3.20024,2.99107,1.80037,1.35057,1.83985,2.15604,1.34703,1.74625,4.01709,3.50769
"CG6347",0.0362694,0.116647,0.186344,0.0318999,0.0689937,0.0990278,0.0864427,0.154807,0.088965,0.0803376,0.124814,0.120272,0.671198,0.329538,0.21053,0.397611,0.231011,0.257819,0.514703,0.637798
"CG6353",14.3165,17.1911,13.8954,14.0287,14.0447,14.0716,20.7607,25.6673,25.5055,19.1246,20.0301,23.9954,14.6885,15.5261,13.5057,15.6646,15.5889,16.3238,8.79176,8.12563
"CG6356",158.148,158.507,154.293,147.27,146.271,144.455,210.72,220.103,218.202,206.893,211.326,209.172,178.02,178.014,174.472,211.628,220.76,216.192,155.517,154.462
"CG6357",85.3148,83.692,81.8336,86.7516,83.5719,84.0239,119.225,119.294,116.268,125.536,125.076,122.225,172.949,173.757,176.109,172.077,173.559,170.976,272.004,259.61
"CG6362",48.349,46.9996,46.7188,41.8432,41.3223,42.8417,60.5542,62.2732,61.4738,62.803,61.6256,63.7361,31.7088,32.9498,32.7894,38.1599,37.5062,36.1349,44.72,44.3112
"CG6364",21.134,19.0549,19.9214,20.4313,17.798,20.1213,22.2363,22.9536,22.0511,22.4365,22.4201,22.1502,29.3527,28.8317,26.3693,30.7382,30.9716,28.7028,30.3444,29.3952
"CG6379",4.38477,4.20827,4.31081,3.74284,4.13604,4.41261,5.30561,5.06787,5.38974,5.26149,5.44474,5.5743,9.34468,8.72344,7.95428,8.85581,8.5654,7.986,7.90983,7.09193
"CG6380",0.0510072,0,0,0,0.0489934,0.0937258,1.72785,1.67083,1.67121,0.257776,0.214443,0.206849,12.5231,14.2239,12.9817,0.194964,0.0522608,0.0499311,0.0102767,0.00933911
"CG6385",0.458445,0.569425,0.648535,0.447052,0.415106,0.46355,1.05963,0.760584,1.19045,0.778647,1.07038,0.972766,1.31452,1.53005,1.08359,1.99694,2.13503,1.89883,0.183712,0.350112
"CG6388",5.88699,5.23413,5.55675,5.566,5.52974,5.6931,6.36944,6.2001,6.65362,7.27751,7.10726,7.27881,3.51408,4.06141,3.46581,3.62148,3.83027,3.93451,5.74024,5.53751
"CG6398",30.7283,32.1315,27.9227,17.7986,24.0179,22.4973,43.4823,44.4078,46.0353,46.4663,41.0973,44.7753,57.6296,58.9936,62.1184,56.3399,65.0568,69.3018,57.7438,49.3867
"CG6401",3.81919,4.68831,4.34716,4.32017,4.20261,4.04811,5.08423,4.24715,4.9365,4.50116,4.99989,4.30099,3.49824,2.33629,2.83847,2.65655,2.60055,2.51828,4.39606,4.05624
"CG6403",0,0,0,0.171212,0,0.177092,0,0,0,0,0,0,0,0.20716,0.198517,0,0.155336,0,0.215369,0.0233147
"CG6404",13.3646,12.8298,12.6455,11.7789,11.0036,11.0113,16.7574,18.5325,17.4399,15.4994,15.5956,14.9325,18.8973,20.9149,18.8195,12.2555,12.6207,13.2101,21.0927,18.5592
"CG6405",9.81713,9.81496,10.05,9.30445,9.79767,8.3461,13.1013,13.1847,12.844,11.8932,12.3438,12.09,7.37235,7.96661,6.66192,7.01871,7.82158,7.61558,14.7162,13.1578
"CG6406",7.96622,8.01262,8.53692,7.28198,7.85317,7.32854,11.0502,11.4028,11.1691,12.6213,13.263,12.7571,11.35,12.7678,12.1543,11.1358,12.8497,13.517,14.6176,13.847
"CG6412",27.8422,28.6646,29.1006,30.1006,31.0206,29.4519,41.2136,39.8218,38.9149,38.967,38.8353,38.6376,62.9895,65.0137,67.0976,49.7889,50.0315,51.4824,44.7463,42.8525
"CG6415",0.553526,0.515192,0.265538,0.295443,0.568724,0.408258,0.913158,0.896516,0.885061,1.4486,1.11768,1.52333,2.66701,2.5864,2.72442,4.07562,3.30579,3.69668,1.45013,1.83086
"CG6418",5.27497,5.15095,4.88426,5.40204,5.06488,5.37909,6.92502,6.6521,6.8073,6.49033,6.86194,6.21989,8.29636,7.93993,7.50274,6.87021,6.97175,7.48233,8.79197,7.94253
"CG6420",6.33104,7.12522,6.84416,5.60647,5.75368,5.86503,9.57117,10.2694,9.88853,10.7744,11.3402,9.87623,11.7356,11.4669,11.5423,10.9417,11.8461,11.5918,11.4587,10.4583
"CG6424",20.453,20.9736,21.8266,18.6273,18.2284,18.4876,33.8216,34.7858,33.7409,36.7825,37.9812,36.2345,61.707,65.9191,65.3402,61.8105,64.3991,60.0026,56.0726,51.9899
"CG6425",0.0355071,0,0.0729535,0.0930131,0.0670786,0.0642072,0.0273298,0.205888,0.169007,0.226629,0.15655,0.0377078,1.93988,1.48703,1.1686,0.0702426,0.0750823,0.251243,0.445218,0.644163
"CG6429",231.171,234.627,221.702,196.924,187.767,198.93,377.981,385.91,372.834,409.142,393.738,401.642,705.9,711.31,709.199,806.272,803.238,815.402,347.805,268.648
"CG6431",0.194351,0.104531,0.0500776,0,0.140168,0.0446784,0.149322,0.241883,0.0385065,0,0.108236,0.208522,0.143646,0.153866,0.294392,0.365331,0.0560038,0.373929,0.0599442,0.129137
"CG6432",0,0,0,0,0,0,0.0478457,0.0171493,0.0821007,0.131275,0.136039,0.109271,0.0574383,0.0306195,0.146627,0.0202318,0.0647741,0.0206698,0.0050706,0.0180591
"CG6435",190.638,185.122,181.733,150.167,150.902,149.992,225.433,218.194,233.003,197.742,198.255,185.23,137.113,139.803,144.283,132.469,131.439,137.671,72.1115,53.9321
"CG6439",111.097,112.24,112.193,108.71,110.593,110.207,161.159,159.971,161.304,168.879,169.191,167.182,170.633,178.246,174.657,155.377,158.922,157.987,140.732,132.632
"CG6441",0.22154,0.291497,0.279347,0.262647,0.332988,0.273051,1.338,1.48537,1.65916,0.568971,0.670299,0.497034,9.31611,7.88258,8.78518,0.495156,0.530758,0.557872,0.478154,0.379244
"CG6453",12.4885,13.3643,12.5692,12.6207,12.4153,12.3942,14.7605,15.4338,14.4745,15.9599,16.5779,15.9196,21.2179,21.42,22.8052,23.7324,23.0961,23.1944,27.0835,25.6721
"CG6454",5.13463,5.25333,5.08745,4.37814,4.56124,4.68835,6.53591,6.30413,6.64075,6.72547,6.56944,6.25596,9.31576,9.33132,9.05157,9.4635,9.23372,9.00775,14.9739,14.7761
"CG6455",70.3176,70.2123,68.2446,64.461,62.8645,64.7583,103.388,102.542,101.233,111.132,111.546,111.556,186.85,192.996,186.41,209.076,194.78,203.892,74.6766,70.066
"CG6462",1.48219,1.15558,1.41981,0.842556,0.640818,0.631884,2.96819,3.23258,3.31751,10.1592,10.8942,11.0481,3.33525,3.35839,3.20684,1.68168,1.80463,1.56628,12.8029,5.64028
"CG6463",198.717,186.816,186.168,182.965,182.611,180.593,283.348,273.103,282.287,269.006,259.607,269.886,368.395,366.497,378.649,363.155,374.484,348.851,206.767,183.326
"CG6470",2.70896,3.37658,2.78178,0.634273,0.684013,0.837098,5.2096,3.93677,4.43623,1.42773,1.47805,1.3807,8.51366,7.65181,7.59455,0.586845,0.418065,0.599046,1.27004,0.707093
"CG6472",6.58614,8.78588,8.725,6.19593,6.98397,7.0882,11.3661,11.0783,11.1047,11.9666,13.675,12.8693,18.1432,18.375,16.7842,21.9213,20.6709,22.1892,9.09156,7.05707
"CG6479",4.09305,3.88162,3.95212,3.63844,4.35629,4.12385,5.45105,6.30904,5.54243,5.29715,6.04459,5.1411,7.05391,6.67939,6.19508,4.03761,4.76023,4.07266,4.27244,4.046
"CG6480",8.724,7.71333,8.86445,7.85993,6.86039,8.38803,11.6981,10.9246,10.2078,11.1201,10.5604,10.6331,19.6011,19.112,17.673,21.6413,18.7108,21.4138,19.2332,18.4686
"CG6484",117.597,116.483,116.287,102.645,101.503,102.687,142.935,142.318,143.735,133.964,135.933,133.162,80.4966,81.7397,82.4459,69.3339,69.182,67.756,30.7986,26.2582
"CG6485",0.0664232,0,0,0.0582455,0,0,1.01178,0.598068,0.677725,0.284206,0.294775,0.213079,3.97183,4.85847,5.24272,0,0,0.142708,0,0
"CG6488",6.16813,6.07972,5.20509,5.12395,5.32154,4.70261,6.46558,6.41647,7.1969,6.85874,7.71248,7.45862,8.05787,6.90586,7.31998,6.73259,7.69981,7.02316,8.53048,8.22451
"CG6490",0.345831,0.299656,0.286958,0.288444,0.368479,0.264328,0.184948,0.18365,0.18319,0.141887,0.189524,0.182704,0.232043,0.116983,0.139746,0.107359,0.115021,0.0598856,2.24175,2.22142
"CG6495",10.7113,10.9112,11.5409,10.0799,10.7606,10.3105,16.5451,17.8127,17.6855,18.4231,18.7923,18.6936,15.828,15.2408,14.4157,19.1641,18.8826,17.6464,26.1338,25.1125
"CG6497",0.274429,0.294637,0.0941303,0.0818565,0.0886395,0.0847738,0.795133,1.07046,0.955658,0.0934739,0,0.280313,5.35443,4.93984,6.08693,0.174261,0.373472,0,0.16608,0.0749304
"CG6498",9.5198,9.60199,9.10561,8.4676,8.60028,8.58388,11.8656,11.9679,11.7638,11.78,12.5322,12.1881,14.5549,14.2413,14.751,15.5871,15.9388,15.2269,19.5612,18.7414
"CG6499",167.784,169.123,166.64,142.577,147.615,144.516,228.04,235.03,230.143,226.199,227.974,225.099,381.351,383.73,379.388,400.223,405.465,415.331,337.076,289.322
"CG6503",42.2332,47.0841,37.3891,52.5106,41.0291,57.4799,152.707,160.355,139.928,295.145,242.121,255.57,305.44,263.443,317.505,523.885,523.751,516.125,90.5333,121.861
"CG6508",0,0,0,0,0,0,0.0293611,0,0,0,0,0,0,0,0,0.074219,0,0,0,0
"CG6509",7.44803,7.76902,7.75744,7.01399,6.91932,6.86713,9.23234,9.09246,9.12065,9.23683,9.38574,9.6969,9.2487,9.10626,8.6673,8.87689,9.14577,8.98976,15.6087,13.8511
"CG6512",19.9215,17.8527,19.3154,17.1982,18.2797,16.9283,28.7354,28.3057,29.9663,28.8083,28.9518,29.2123,33.7911,35.0744,35.8441,30.7351,32.0659,31.5865,33.547,32.2645
"CG6520",1.77326,1.11883,2.03653,0.548593,0.395397,0.75608,1.30275,1.15433,0.869228,0.461389,1.31805,0.923459,1.0897,0.291318,0.695364,0.916916,0.874383,1.35366,0.620003,0.577294
"CG6523",45.1344,43.2472,43.3864,44.9019,42.6858,43.9361,58.919,62.1723,59.0179,61.5567,58.0167,56.8238,64.8408,60.6949,63.7745,62.2567,64.9496,61.6874,57.8384,54.3825
"CG6540",10.5329,11.0337,10.6205,10.5457,9.94532,9.93108,15.9595,17.294,16.1969,15.2976,16.3793,16.8818,28.187,28.2289,30.9663,25.0814,25.9048,25.708,11.1089,9.90661
"CG6543",30.2001,29.1038,29.6499,27.4303,29.5279,26.1834,39.1688,35.8798,40.709,43.8678,42.2815,40.9502,47.5582,48.8648,45.9438,49.9383,48.7942,48.5312,32.5635,30.2882
"CG6550",2.8337,2.81979,2.72553,2.60725,2.24273,2.68604,3.16018,3.24138,3.42716,2.74816,3.23819,2.65518,3.81717,4.26694,3.47881,3.81646,4.03888,3.83115,3.883,3.53173
"CG6555",0,0,0,0,0,0,6.15643,0,0,0,0,0,272.143,243.837,212.121,0,0,0,0,0
"CG6565",11.5895,10.8638,11.2837,10.2499,12.1494,11.1037,14.7277,14.3613,13.917,14.7614,15.3897,15.0682,17.3377,17.7434,16.0212,14.3592,14.0739,13.9234,18.4316,18.182
"CG6567",12.2667,15.5812,13.8356,12.7636,13.1629,13.7978,17.4991,17.7422,16.8638,18.9981,16.1075,18.3821,11.9147,11.5732,11.38,13.7071,11.5238,13.6997,13.1723,11.9523
"CG6568",9.33639,9.89386,9.28571,9.71554,10.7009,8.67416,12.6563,12.2251,12.1679,12.8109,11.0216,12.6175,17.3864,17.3538,16.8184,16.9597,15.8942,16.7333,9.66426,9.33009
"CG6569",5.10449,5.95753,5.73315,5.60255,5.57154,6.19091,7.05856,6.5391,6.63427,6.25341,6.52841,5.96487,6.90097,6.76409,6.62127,3.38353,3.8737,3.60685,7.18422,6.70791
"CG6574",5.29991,5.29944,5.5573,4.4242,4.37873,5.57195,7.62811,7.09122,7.24311,7.37866,7.31038,7.15501,14.7092,12.8314,13.951,12.4571,13.156,12.4104,18.0163,17.7149
"CG6576",0,0.0608069,0.0582374,0.0498298,0.107992,0.103293,0.645664,0.88095,0.710092,0.122273,0,0.12231,2.54465,4.07576,3.09104,0,0,0.117761,0.00935885,0.00835021
"CG6583",26.1404,25.4555,29.6567,30.5366,26.9311,27.3056,37.7252,37.6062,38.8466,34.9376,37.4823,40.0408,57.5252,55.9871,59.6784,60.6962,53.3785,61.4908,50.2828,47.3535
"CG6592",0.404312,0.474201,0.265074,0.622198,0.426533,0.305965,1.24591,1.08594,0.984475,1.33773,1.39158,1.49158,7.48477,6.83741,7.94747,5.43944,5.6872,5.83613,0.6627,0.913885
"CG6597",12.7402,14.1333,12.7672,12.152,10.2827,13.7114,17.0494,15.9407,16.2951,16.8135,15.8312,17.9839,21.6689,19.7703,23.6575,21.1667,22.3852,21.8925,27.7105,25.3025
"CG6602",0.98076,0.765793,1.18659,1.01601,0.618092,1.15177,2.94174,2.51037,2.60413,3.23343,3.18299,3.34849,4.64569,5.19392,4.38276,2.59193,3.14987,3.32019,0.960334,0.977556
"CG6607",7.05669,7.1084,6.74268,6.4266,6.80728,6.37893,9.59193,9.54524,9.31752,11.3978,10.7145,10.6923,13.8931,14.9721,14.8929,17.2092,18.1254,16.5189,11.9655,10.4655
"CG6610",17.0626,17.1644,22.0037,18.4156,20.4345,23.6941,24.1271,24.9798,20.1237,21.5644,21.9895,18.4669,22.7052,25.9859,20.8819,25.9323,25.2978,19.0179,15.8328,14.957
