gene_name,Dmel,Dsec,Dsim,Dmel_m,Dmel_f,Dsec_m1,Dsec_m2,Dsec_m3,Dsec_f1,Dsec_f2,Dsec_f3,Dsec_m4,Dsec_m5,Dsec_m6,Dsec_f4,Dsec_f5,Dsec_f6,Dsim_m1,Dsim_m2,Dsim_m3,Dsim_f1,Dsim_f2,Dsim_f3
CG8388,FBgn0034062,FBgn0174982,FBgn0196861,4.22392,4.31299,2.88576,2.67536,2.42385,2.919,2.41248,2.97567,4.13607,3.63202,4.2721,3.62573,3.86674,3.8443,4.14419,3.38664,4.75819,3.66198,3.55764,3.628
CG8389,FBgn0034063,FBgn0176531,FBgn0182905,9.00156,9.33011,4.86183,4.55385,4.39462,4.43217,4.27128,5.14312,6.12967,5.39523,6.15971,6.87225,7.03464,7.70575,9.25064,10.4084,9.45768,10.3001,11.1742,10.5045
CG8397,FBgn0034066,FBgn0174980,FBgn0196860,91.3717,89.4015,91.3638,96.4134,95.0962,94.6016,97.4114,94.9774,137.926,133.174,134.807,154.195,153.553,151.875,118.64,124.036,124.886,140.779,152.257,147.307
CG8398,FBgn0035708,FBgn0169713,FBgn0185660,1.63019,1.88474,0.592729,0.524743,0.476314,0.340527,0.662286,0.728154,1.24586,1.06284,1.42482,1.34689,1.08304,1.56382,4.0454,3.97426,4.06695,2.83352,2.7885,2.96143
CG8401,FBgn0034069,FBgn0176533,FBgn0182908,0.0718875,0.0973773,0,0.203457,0.0486596,0.166928,0.0903082,0,0.14741,0.19817,0.227845,0.460178,0.0530128,0.153492,0.541679,0.216665,0.622525,0.383831,0.102593,0.490848
CG8405,FBgn0034071,FBgn0176535,FBgn0182910,26.2167,25.6151,10.3482,10.8562,11.0394,8.90446,8.90609,8.92782,15.516,15.4225,14.933,14.406,14.75,14.5719,12.9025,12.6359,12.6884,13.7215,14.057,13.3443
CG8407,FBgn0033687,FBgn0176217,FBgn0187067,22.9244,19.8919,32.9532,36.2633,32.6563,30.6058,30.0751,28.9824,42.6413,47.4041,49.4915,50.2974,44.7838,56.3046,1.939,1.2066,2.63632,2.39263,1.7618,1.2537
CG8408,FBgn0030850,FBgn0168238,FBgn0188913,68.1384,79.2487,66.1751,67.5217,66.1867,73.0856,75.1911,77.4066,81.488,80.9708,83.5896,103.256,102.693,99.472,109.299,106.792,112.633,143.036,143.381,141.64
CG8412,FBgn0037743,FBgn0178698,FBgn0190164,13.819,14.4551,7.64367,7.81867,7.50916,7.02543,7.6334,7.38149,10.2903,9.97191,9.52242,10.0911,10.9625,9.69268,10.6218,10.722,9.98184,11.6085,11.3254,11.7801
CG8414,FBgn0034073,FBgn0174976,FBgn0196856,1.96061,1.93309,1.22335,1.02921,1.07106,1.1766,1.18308,1.11051,1.70783,1.77941,1.76608,1.83205,1.88652,1.62091,1.85781,1.66113,1.81969,1.65636,1.58765,1.54019
CG8417,FBgn0037744,FBgn0178699,FBgn0190165,46.3693,44.9549,23.349,25.5104,25.6636,25.6225,25.7562,26.3518,33.2987,33.5753,32.0798,35.9128,35.7324,36.3472,34.0861,29.7442,33.0416,34.9055,33.793,32.3204
CG8419,FBgn0031999,FBgn0171756,FBgn0194891,2.46126,2.37503,0.842002,1.18687,1.1069,1.05638,1.14604,1.11027,2.22679,2.21995,2.6617,3.10699,3.09634,3.02858,2.97449,3.04264,3.45034,2.7902,2.97727,3.08917
CG8420,FBgn0037664,FBgn0178651,FBgn0190119,0.175672,0.141331,0.106592,0,0.164324,0,0.0506157,0,0.163368,0.17574,0.168313,0.0577324,0.0598895,0.230683,2.81784,2.75389,3.18761,0.167223,0.153087,0.146354
CG8435,FBgn0034084,FBgn0174970,FBgn0196850,6.49919,6.1036,3.55397,3.66277,3.54279,3.65006,3.41071,3.49376,4.45015,5.00787,5.65884,4.67707,4.36044,4.27916,4.869,6.91632,5.55683,4.95482,4.82573,5.13855
CG8436,FBgn0037670,FBgn0178655,FBgn0190123,3.60588,4.30302,0.811622,0.812107,0.836823,0.613262,0.835024,0.798178,0.797208,0.499648,0.867604,1.21387,0.882058,0.970469,3.48471,3.05875,3.32815,2.56425,2.94577,3.17735
CG8441,FBgn0034086,FBgn0174967,FBgn0196848,10.4321,9.85222,7.84699,6.31991,8.52915,7.47339,6.83254,7.39492,11.214,8.83699,10.7655,10.3076,10.4189,8.83262,10.2169,11.4719,11.3831,11.5294,10.6042,10.6254
CG8446,FBgn0034089,FBgn0176552,FBgn0182928,337.445,329.971,119.263,120.094,122.563,118.006,120.733,118.472,188.327,191.722,194.032,215.165,219.234,213.209,295.462,301.599,300.681,333.017,334.114,332.088
CG8449,FBgn0038129,FBgn0180809,FBgn0191984,8.97641,8.69476,5.91399,6.06697,6.2616,5.82646,5.83852,5.90178,8.64003,8.37045,8.36802,8.61038,8.77533,8.56142,9.79305,10.3696,10.2653,10.6377,11.4817,11.1195
CG8451,FBgn0031998,FBgn0168073,FBgn0193837,203.401,182.092,65.7438,66.0134,66.1188,62.2755,62.2935,61.0364,72.3366,72.6189,70.7457,77.7271,79.4663,77.7443,180.54,176.797,181.822,205.018,203.858,201.82
CG8455,FBgn0031997,FBgn0171743,FBgn0194890,10.0384,9.43908,5.44904,5.21791,5.39573,6.27799,5.75917,5.47035,7.40694,6.99052,7.49605,7.26769,7.59448,7.13316,11.8623,11.4878,10.8111,9.82482,10.1131,10.4806
CG8460,FBgn0031996,FBgn0171732,FBgn0194889,6.95411,7.40448,5.5183,6.2818,5.44489,5.18424,6.02337,5.94074,7.25195,7.12519,7.96335,7.01131,7.80282,6.80037,6.76621,6.73798,8.00072,5.62821,6.7269,6.3435
CG8461,FBgn0038235,FBgn0180705,FBgn0191888,6.48298,7.07998,9.03447,10.2825,9.08195,9.84542,10.0473,10.5079,13.6119,11.774,13.8794,13.0632,12.7768,13.5114,11.6708,12.5278,11.4648,12.4318,11.9603,13.1257
CG8468,FBgn0033913,FBgn0176400,FBgn0182791,3.50616,3.73813,3.05642,2.82215,2.84578,2.52994,2.69927,2.45316,5.13649,5.21102,5.40019,6.11521,5.96572,5.24638,6.25354,6.96194,7.5096,7.52556,7.91419,8.76346
CG8475,FBgn0031995,FBgn0168077,FBgn0193838,33.9391,32.1613,20.1096,21.3499,20.901,19.0144,18.9551,19.6514,27.0536,28.1962,28.3983,28.4344,28.2948,27.9358,25.1766,25.3524,24.857,26.3675,25.4239,25.0899
CG8476,FBgn0038127,FBgn0180813,FBgn0191987,0.127076,0.0780745,0.0676172,0,0,0,0,0.0624378,1.20126,1.29528,1.96111,0.144019,0.300044,0.144485,9.69039,11.054,11.2267,0.196982,0,0.0671629
CG8481,FBgn0037747,FBgn0178702,FBgn0190168,94.9513,87.3515,65.8014,67.7664,66.9058,56.9331,56.0018,60.8525,80.0222,81.0023,78.2003,85.8252,86.626,88.3396,160.348,165.768,164.235,169.135,180.188,183.628
CG8483,FBgn0038126,FBgn0180814,FBgn0191988,280.073,166.178,161.375,162.745,162.29,95.8975,93.1946,95.4682,372.02,381.737,372.225,340.393,351.04,340.863,1331.78,1354.76,1352.52,1633.18,1654.71,1623.84
CG8485,FBgn0033915,FBgn0175104,FBgn0196978,25.4338,24.409,23.8922,22.5727,24.052,20.8261,21.2052,21.112,29.5757,31.3546,31.2827,30.8925,32.3101,30.2754,21.9672,21.8562,21.2088,23.4942,23.3375,22.3614
CG8492,FBgn0035813,FBgn0179853,FBgn0184759,1.69673,1.23468,0.923208,0.832716,0.909144,0.820448,0.720941,0.802257,1.41657,1.25774,1.26151,1.17371,1.26392,1.11024,0.648077,0.811429,0.420698,0.777895,0.684962,0.733517
CG8498,FBgn0031992,FBgn0168090,FBgn0193840,77.2228,76.0246,55.0521,49.7898,57.492,70.3908,58.6203,61.8958,80.0712,72.995,80.9638,85.9935,77.5575,77.353,89.3633,89.412,92.2717,95.5711,105.56,92.1754
CG8501,FBgn0033724,FBgn0176256,FBgn0182635,3.35446,3.84419,0.574175,0.154139,0.295244,0.759646,1.23507,0.394001,1.1524,1.01452,1.51118,1.24402,2.58457,1.40187,4.94071,5.87957,5.82488,6.55026,5.50677,9.1073
CG8507,FBgn0037756,FBgn0178707,FBgn0190166,38.4432,35.5667,21.5936,20.8812,22.0614,19.972,23.2696,20.8821,25.4244,25.5061,25.2354,26.5669,28.2172,25.4133,30.8215,31.7789,28.4478,31.3702,29.5366,31.6287
CG8508,FBgn0038123,FBgn0180815,FBgn0191989,0.0381659,0.0238426,0,0,0,0,0,0.0531696,1.07179,1.06625,0.93172,0,0.0633964,0,3.21876,3.54464,3.30192,0.11916,0,0
CG8516,FBgn0037757,FBgn0178708,FBgn0190167,14.4229,14.1233,7.88174,7.92395,7.93201,6.91495,7.88501,6.74471,11.1122,10.7512,11.4094,10.646,10.0858,10.6697,7.4765,7.62223,7.78711,7.9316700000000004,8.19084,8.04601
CG8517,FBgn0034472,FBgn0176859,FBgn0183229,0.0832427,0.0189562,0.0731719,0.0786997,0.0754461,0,0,0.198324,7.61682,6.72639,6.03347,0.582011,1.12527,0.751475,73.5589,75.3925,69.2245,0.918405,0.49206,0.156607
CG8519,FBgn0035711,FBgn0169715,FBgn0185662,0.890089,0.891981,0.981879,0.671606,1.10235,1.18684,1.11567,0.90218,1.42199,1.97045,0.907401,1.46507,1.2171400000000001,1.17348,2.86381,3.82304,3.294,3.48162,3.25049,3.19726
CG8520,FBgn0033734,FBgn0176270,FBgn0182648,39.4537,38.5484,47.7278,52.2461,51.9622,48.2866,48.8993,47.9452,81.7359,85.4606,81.1592,90.8235,89.0306,90.2797,75.0244,83.2695,80.1402,74.6905,73.8644,72.0139
CG8525,FBgn0033735,FBgn0176271,FBgn0182649,6.02398,6.03116,2.54378,2.53537,2.28764,2.82334,1.96515,2.76046,5.12883,6.00745,5.21392,3.79786,3.63708,3.84345,12.6438,13.428,11.0521,4.91497,4.5891,5.39317
CG8526,FBgn0037759,FBgn0178709,FBgn0190172,0.309184,0.332888,0.0922298,0.148508,0.0948783,0.143053,0.0886326,0.169554,2.56988,2.71392,2.41608,0.263987,0.19922,0.167954,9.60182,10.9814,10.77,0.0458905,0.171776,0.09372
CG8531,FBgn0033918,FBgn0176404,FBgn0182794,15.406,15.402,15.0334,15.0373,13.4919,12.888,14.235900000000001,14.1676,19.3628,19.2211,19.4828,19.8082,19.8581,19.1872,23.3477,23.3649,24.4576,17.3176,17.9504,16.6224
CG8534,FBgn0037761,FBgn0178710,FBgn0190173,0.109155,0.371483,0.227398,0.325983,0.4682,0.269568,0.512201,0.419783,1.43943,0.953626,1.02608,3.90116,3.56218,3.12305,4.43602,2.58765,2.16792,5.81217,7.09701,6.25299
CG8539,FBgn0035791,FBgn0168684,FBgn0184774,45.9234,43.0273,31.3192,32.3866,33.244,29.6876,30.0313,28.7412,38.4032,37.9887,37.6042,30.354,31.0142,30.6516,8.69163,7.5888,9.55835,10.6068,8.59424,8.15041
CG8541,FBgn0035788,FBgn0169769,FBgn0185716,0,0,0,0.0714166,0,0,0,0,0,0,0,0,0,0,0.0981834,0,0,0,0,0
CG8547,FBgn0033919,FBgn0175102,FBgn0196976,60.3922,60.3645,40.6664,39.4538,40.3562,33.8155,36.0528,35.0237,51.1699,50.9375,51.1464,52.1209,53.0468,52.1514,52.1669,53.3108,53.1726,56.5113,55.1698,57.3404
CG8550,FBgn0033742,FBgn0176277,FBgn0182655,13.4513,10.744,20.3751,20.4608,19.4025,18.7994,19.0325,17.4435,21.4044,21.2055,20.8337,20.0306,20.0594,20.5753,5.55788,5.55603,5.51595,6.20873,5.88644,6.59215
CG8560,FBgn0035781,FBgn0168692,FBgn0184779,21.2914,23.6458,38.8744,40.2582,40.9364,52.8084,58.537,57.5455,90.1578,93.2046,92.0674,134.197,137.921,137.427,38.5544,38.1861,43.5208,60.2285,61.6203,57.3239
CG8563,FBgn0035777,FBgn0169760,FBgn0185708,0.404243,0.590205,1.92594,1.64235,1.84159,1.85102,1.71927,1.91576,6.29779,6.0581,5.90453,9.21265,10.0486,9.31417,1.13527,1.01773,0.464478,1.29485,1.79832,1.68549
CG8565,FBgn0030697,FBgn0177434,FBgn0188790,0.00415287,0,0,0.0201625,0,0.0166308,0,0,0.278994,0.238973,0.199976,0.0572617,0.0793394,0.0191193,2.39726,2.77012,2.28639,0.0544977,0.0778772,0.0185831
CG8568,FBgn0030841,FBgn0168244,FBgn0188915,0.441018,0.25024,2.13946,2.03702,2.04788,1.29861,1.36533,1.11759,2.86529,2.59404,2.97857,1.76873,2.02674,1.6595,2.78708,2.17204,2.31962,2.4575,2.03754,1.90835
CG8569,FBgn0033752,FBgn0176282,FBgn0182658,3.73738,4.17075,1.75208,2.00387,1.9907300000000001,1.99166,1.65147,1.66455,2.14787,2.20394,2.92277,2.43863,2.52851,2.43818,3.59333,3.48897,3.37086,3.18295,2.92829,3.48808
CG8578,FBgn0030699,FBgn0177459,FBgn0196007,19.5563,18.347,13.3008,13.1456,13.9813,11.3568,12.3798,11.3142,18.428,18.1599,18.392,17.3171,18.1947,17.6723,31.3428,34.1223,33.8527,32.4802,30.1831,33.0773
CG8584,FBgn0033322,FBgn0175551,FBgn0181917,0,0.0102409,0,0.0586378,0,0,0,0.0497806,0.457243,0.671111,0.513534,0.1758,0.182223,0,1.13812,1.09962,1.33935,0.0341391,0.0365729,0.0555891
CG8586,FBgn0033320,FBgn0175552,FBgn0181919,113.697,106.472,58.9508,61.0673,61.1736,48.7398,51.6817,52.3302,90.5991,90.1533,91.4817,94.1865,94.7528,94.3337,52.9458,56.1978,56.7014,58.4264,58.0647,61.2458
CG8596,FBgn0035767,FBgn0168703,FBgn0184791,52.5912,51.2269,24.6038,26.1683,25.02,24.7475,24.4602,24.2435,39.6003,39.233,36.9082,43.2098,43.2604,46.3259,64.8985,65.5715,66.4336,76.8104,76.1056,74.1824
CG8602,FBgn0035763,FBgn0168707,FBgn0184796,72.813,76.0749,55.7743,57.2063,55.6383,53.2029,53.2329,51.0597,73.3888,71.0124,72.017,71.6481,74.8162,69.3697,76.7179,73.0722,73.877,75.4155,80.5063,79.5779
CG8605,FBgn0035762,FBgn0169752,FBgn0185700,14.3566,13.7504,10.3519,10.892,10.8056,9.56295,9.55588,9.09146,12.0669,12.8703,12.9983,12.1875,11.3193,11.91,11.0317,11.6416,11.4971,10.8334,11.1394,11.3885
CG8607,FBgn0035760,FBgn0169751,FBgn0185699,3.32209,4.04337,1.23168,1.85517,0.950964,1.62245,1.87777,1.96261,1.54852,1.61854,1.68931,1.74475,2.34729,1.35725,0.899047,1.13474,0.835097,0.949392,1.2718,1.21288
CG8611,FBgn0027602,FBgn0168248,FBgn0188919,1.36608,1.50926,0.813817,0.834359,0.772963,0.88241,0.979574,0.711712,0.925438,0.929016,0.767788,1.12472,1.30979,1.02482,0.928737,0.847647,0.929764,0.904059,0.996514,0.896067
CG8613,FBgn0033924,FBgn0176413,FBgn0182801,20.857,20.8592,14.2328,13.7618,13.3735,14.1866,13.792,13.853,22.1773,22.5019,21.8394,22.758,23.2172,22.3422,33.5924,34.8301,33.3266,27.9843,27.0293,28.2403
CG8617,FBgn0033925,FBgn0175099,FBgn0196972,13.5691,13.9211,11.7467,11.0357,10.3872,11.2067,11.2071,9.97405,14.6788,14.9557,15.3616,14.7052,13.0311,13.8564,21.1527,20.7698,21.9333,18.6592,17.1809,20.8141
CG8620,FBgn0040837,FBgn0169745,FBgn0185694,0.632339,0.592142,0.1908,0.512225,0.58891,0.580831,0.629151,0.60179,2.55971,1.66794,1.66771,2.52261,3.56189,3.83499,2.42504,2.58126,2.06167,1.5791,3.03557,2.8986
CG8628,FBgn0250836,FBgn0169742,FBgn0185690,0.816382,0.795021,0,0,0,0,0.49246,0,1.04561,1.4976,1.79532,4.09651,4.24265,8.19598,26.7733,32.5554,37.6634,0.536111,0.571498,1.64088
CG8629,FBgn0035742,FBgn0168719,FBgn0184811,17.4782,17.9479,5.12807,2.19363,7.37256,3.97612,7.14617,5.0202,3.12299,6.32217,4.99518,7.51746,10.1784,6.93434,10.7795,6.72691,17.4261,18.0181,13.5155,14.0274
CG8630,FBgn0038130,FBgn0178958,FBgn0190404,15.9341,14.6717,8.47935,8.92191,9.6747,7.19575,6.9511,7.37672,9.39742,11.1599,10.144,11.4659,11.3867,12.4687,12.7897,13.4004,16.2388,15.7935,18.0048,16.4376
CG8632,FBgn0033762,FBgn0176296,FBgn0182673,20.7979,20.4781,75.9519,72.3083,76.4688,57.6148,58.6362,61.7168,79.148,81.5744,79.2819,70.6288,68.017,67.8923,21.4183,21.7728,22.2541,22.0681,20.9044,19.8048
CG8635,FBgn0033317,FBgn0175554,FBgn0181924,16.6311,15.7336,15.1698,16.5901,16.45,14.4086,14.9898,14.2291,17.2595,18.01,16.4155,18.0834,17.1161,17.1844,10.8064,10.6754,11.3951,9.38782,9.88214,9.34769
CG8636,FBgn0029629,FBgn0173773,FBgn0195937,88.6518,83.5106,74.5201,76.5275,74.8469,63.7632,63.7585,61.0335,92.5659,92.313,91.2818,85.127,87.0022,85.4377,121.729,124.959,123.993,122.158,118.635,121.501
CG8641,FBgn0035733,FBgn0168726,FBgn0184816,11.8989,10.892,7.95157,7.14753,8.13667,6.00916,6.27407,6.90378,7.9031,8.67024,7.96255,8.103,7.57864,7.48785,5.53534,6.34898,5.84456,6.41277,6.75326,6.4184
CG8642,FBgn0033312,FBgn0175555,FBgn0181927,3.68188,3.80843,1.96254,1.44711,1.82738,1.71432,1.55984,1.97221,2.97261,2.7454,2.74432,3.56258,4.10996,3.83933,5.19065,6.80575,6.13573,11.8107,10.1656,9.69471
CG8646,FBgn0033763,FBgn0176297,FBgn0182674,1.33261,1.11844,2.50876,2.1239,2.28124,2.93897,2.16222,2.23995,2.84303,3.02483,2.95186,2.91005,2.71005,3.27256,0.653692,0.969049,1.14941,1.14808,0.918061,1.15235
CG8654,FBgn0034479,FBgn0176865,FBgn0183236,11.679,11.2124,4.90857,4.52072,4.72078,3.73125,4.43719,3.95347,6.19251,7.3369,7.8581,5.52237,6.03129,6.23852,6.23228,5.88042,5.57841,2.99775,3.69644,3.2812
CG8661,FBgn0030837,FBgn0168254,FBgn0187343,0,0.0393238,0,0,0,0.076383,0.16555,0.0792181,0.695239,0.613261,0.651716,6.12485,6.5558,5.0967,1.04488,0.743389,0.472915,0.69966,1.30893,0.982257
CG8665,FBgn0032945,FBgn0178279,FBgn0195668,12.1511,9.79095,16.9555,16.9407,17.1161,11.0185,12.2494,11.9939,12.7008,12.3721,12.5891,12.4989,13.4756,13.2572,27.01,25.9729,26.5522,23.4595,22.2725,23.7873
CG8668,FBgn0031988,FBgn0171667,FBgn0194884,16.8119,16.1443,6.87377,6.95529,8.4556,7.73562,7.17301,6.53173,10.7477,10.512,9.85197,10.9934,11.349,11.1119,15.5401,15.428,15.3184,15.8652,16.7787,16.0168
CG8671,FBgn0032938,FBgn0178273,FBgn0195661,27.5903,26.3669,9.90095,9.89636,10.1301,8.1981,7.79522,8.13101,14.4882,13.4247,13.2467,13.2785,13.4116,12.9436,17.9261,17.8679,17.9473,18.1213,18.1571,18.5934
CG8673,FBgn0031986,FBgn0171656,FBgn0194883,0.596428,0.522584,0.399782,0.195933,0.450338,0.29009,0.280733,0.301633,0.669471,0.613389,1.14524,0.505,0.338018,0.470409,2.24713,1.69666,1.71874,0.425849,0.342952,0.291138
CG8675,FBgn0030834,FBgn0168256,FBgn0187347,13.249,11.9808,11.4375,12.1296,12.8013,10.8756,10.0602,12.5454,18.0849,19.2104,19.6712,16.5855,18.1048,19.951,9.4518,10.1988,9.85267,10.0145,12.0647,10.0955
CG8677,FBgn0026577,FBgn0178268,FBgn0195658,5.5269,5.52045,3.17171,3.30859,3.20628,2.69815,2.98285,3.18287,3.83409,3.80192,4.19845,3.8343,3.72919,3.92418,9.89778,9.41174,9.63179,11.005,10.1716,10.2998
CG8678,FBgn0032935,FBgn0178132,FBgn0193067,31.8094,31.5809,20.5126,21.631,20.3924,17.1897,17.3546,17.8905,32.5553,32.2773,30.6737,33.3909,32.0028,33.127,34.9447,33.8425,32.6094,38.7131,37.7914,40.7893
CG8680,FBgn0031684,FBgn0172941,FBgn0194059,235.147,219.639,264.194,257.544,255.772,232.319,252.131,246.239,341.907,336.248,341.349,321.445,341.432,339.805,364.565,363.288,370.335,346.473,348.281,345.948
CG8708,FBgn0033271,FBgn0175595,FBgn0181956,0.0493858,0.0513137,0,0,0,0,0,0,0.0243036,0.0523343,0,0,0,0,0,0,0,0.0962517,0.0685566,0.0655243
CG8712,FBgn0033258,FBgn0175607,FBgn0181967,2.67673,2.68496,3.83705,3.49953,4.20634,3.1563,3.13709,4.20074,5.48352,4.93942,5.1228,4.38401,5.24402,5.5244,9.43517,7.92459,8.17121,6.21882,5.41933,5.46186
CG8713,FBgn0033257,FBgn0175887,FBgn0182311,1.05189,0.778233,0.519624,0.557649,0.249455,0.396092,0.462072,0.504942,1.16212,1.13716,1.00657,0.733954,0.989323,1.06324,0.850045,0.832371,0.796188,0.796038,0.709421,0.812885
CG8726,FBgn0033244,FBgn0175619,FBgn0181978,31.6191,33.0334,11.8746,11.962,11.6231,10.5661,10.4134,11.3842,13.8759,14.8228,13.855,15.0192,14.2855,14.6839,15.6831,16.5514,14.4133,15.4217,15.7119,16.1456
CG8728,FBgn0033235,FBgn0175625,FBgn0181985,20.4827,19.3395,14.9311,13.3664,14.2977,14.1753,13.9588,13.3792,18.1974,18.6532,18.4241,16.7649,18.137,16.7386,23.0663,23.8792,23.8683,17.0197,16.0993,15.9885
CG8735,FBgn0033309,FBgn0175556,FBgn0181929,13.0865,12.7013,10.8255,11.6182,10.7445,10.6024,10.8605,11.2476,20.6169,20.4404,20.9236,20.7563,20.0187,20.8327,14.8906,15.4171,15.5748,13.6577,13.9758,13.9153
CG8736,FBgn0033308,FBgn0175558,FBgn0181930,147.796,165.584,164.949,173.334,179.092,180.531,187.023,189.932,133.529,135.608,140.293,135.257,136.443,136.223,344.398,374.228,346.463,437.871,453.685,450.725
CG8738,FBgn0033321,FBgn0175938,FBgn0182363,29.2063,26.9821,21.6858,22.9231,23.5937,20.3205,20.8474,20.8092,30.3116,31.133,31.063,30.4153,31.668,31.5416,15.1894,15.7386,15.5778,17.7775,19.2701,17.7638
CG8740,FBgn0027585,FBgn0175946,FBgn0182366,34.7465,35.1805,15.0109,15.3869,14.5124,11.3459,11.5533,11.1942,25.0594,25.3527,24.4171,25.4161,26.3061,26.0566,20.1284,22.1359,20.649,23.1164,23.632,23.9668
CG8745,FBgn0036381,FBgn0179440,FBgn0184375,6.8534,7.67847,6.78825,6.53003,6.11166,4.98544,5.62367,5.35295,12.5834,13.5633,12.733,13.2016,15.3302,13.4614,15.4442,16.4809,16.5103,12.9071,12.3756,14.232
CG8746,FBgn0033330,FBgn0175949,FBgn0182369,0,0.0180594,0,0.0593802,0.0568266,0.0486269,0.0526435,0,1.57954,2.00712,2.29918,0.343221,0.47463,0.228771,10.2135,10.4885,12.3324,0.290702,0.222381,0.297585
CG8757,FBgn0036380,FBgn0179442,FBgn0189125,0.0712266,0.0875733,0,0.27413,0.262374,0.113643,0.12295,0.117707,1.14492,0.77,0.589839,0.883104,0.779262,1.29721,0.685275,0.3137,0.600026,0.071052,0.0759622,0.508471
CG8765,FBgn0036900,FBgn0171755,FBgn0183992,8.8533,8.77246,4.17865,4.61327,4.61246,4.29214,3.89962,3.93807,5.40444,5.20053,5.97891,6.24855,5.79691,5.73683,5.93971,5.32003,4.95246,5.24116,5.95315,5.32984
CG8768,FBgn0033769,FBgn0175222,FBgn0197097,23.4599,22.5769,23.0909,23.5303,24.4857,24.4589,24.4097,24.3168,33.9484,33.0547,32.0732,32.7384,34.2624,32.0333,39.7222,37.853,37.0271,34.8524,37.9751,34.7221
CG8771,FBgn0033766,FBgn0175225,FBgn0197101,1.72107,1.77611,0.911603,0.871163,0.887122,0.94471,1.04435,0.977707,1.04062,1.09005,1.04087,1.23356,1.15839,1.03184,0.803669,1.00531,0.972456,0.831641,0.7809,0.690914
CG8777,FBgn0033376,FBgn0175972,FBgn0182395,4.48391,4.63902,2.60939,2.61588,2.48087,2.28938,2.64381,2.61445,3.13937,2.98067,3.22711,2.6852,2.66948,2.72575,1.78309,1.61841,1.98861,1.74493,1.64644,1.65743
CG8778,FBgn0033761,FBgn0175228,FBgn0197104,51.7341,45.1429,176.189,163.68,162.183,142.812,140.444,145.792,201.076,197.045,201.352,187.174,184.59,182.284,33.8873,30.9778,32.6328,34.7945,37.5192,34.9637
CG8783,FBgn0036397,FBgn0179428,FBgn0184365,7.01832,7.15652,8.10602,6.96784,7.38387,6.25433,6.52313,6.80692,9.59184,9.96381,10.1709,9.31115,9.10918,9.3256,8.83371,8.49996,8.19359,8.7337,8.39515,8.59598
CG8784,FBgn0038140,FBgn0178965,FBgn0190409,0.184192,0.183224,0.0420121,0.0902955,0.064849,0.0553536,0.0801062,0,0.20135,0.144682,0.121049,0.184315,0.21522,0.115306,0.621617,0.331989,0.60307,0.352601,0.400795,0.338059
CG8785,FBgn0033760,FBgn0175229,FBgn0197105,315.18,235.464,361.308,360.739,362.685,307.647,312.878,318.758,497.72,495.317,505.732,517.462,523.398,522.591,292.118,294.334,292.449,324.87,332.767,335.508
CG8786,FBgn0036897,FBgn0171945,FBgn0183998,9.54937,9.22907,3.0328,2.97144,3.31436,2.82522,2.98545,2.5175,3.3171,3.50365,2.67764,3.45294,3.36114,3.45147,5.43855,5.94713,5.23187,4.53634,4.1509,4.7796
CG8788,FBgn0028955,FBgn0175981,FBgn0182402,262.437,235.055,241.008,253.411,236.686,224.806,221.224,217.544,370.062,338.206,339.984,534.516,500.203,513.929,830.383,806.593,771.907,1023.15,958.203,993.428
CG8791,FBgn0033234,FBgn0175871,FBgn0182288,1.53324,1.78695,1.84138,2.22519,2.46956,2.9932,2.92744,3.3182,6.8425,8.35749,7.70034,17.0799,17.1064,17.4071,3.71581,4.42783,3.67868,4.65154,5.09585,5.94275
CG8795,FBgn0038139,FBgn0180804,FBgn0191979,0.0430917,0.0364187,0,0,0.0506028,0.0652083,0.0942637,0,0.285433,0.102559,0.0980163,0.236677,0.109253,0.0789244,0.651015,0.54861,0.735026,0.438728,0.313033,0.548192
CG8800,FBgn0033408,FBgn0175488,FBgn0181854,12.0178,11.1457,7.08457,7.11221,6.51181,5.56856,6.62415,4.88263,7.98306,7.17637,6.92667,6.49515,7.26203,6.90356,4.80211,2.84652,4.01851,4.11393,4.01506,4.9735
CG8801,FBgn0028473,FBgn0175487,FBgn0181853,70.8546,73.1672,50.2886,51.7668,51.9291,48.5933,50.404,48.9446,70.6961,72.1156,71.5987,73.1841,74.0317,73.1821,88.768,91.2342,90.9146,88.9537,87.8841,91.015
CG8813,FBgn0031476,FBgn0173282,FBgn0194579,0.784469,0.896946,0.719933,0.717654,0.581273,0.411507,0.346434,0.473687,4.13857,3.46653,4.06855,0.967992,0.957534,1.30392,18.1603,17.767,19.3591,1.27912,0.928953,1.04372
CG8814,FBgn0031478,FBgn0173283,FBgn0194580,95.9994,94.6742,59.7357,60.5437,57.4924,56.6032,58.7355,56.4317,77.2922,77.0249,74.4556,82.1151,86.2359,82.507,67.2177,68.699,60.8919,78.6046,76.542,80.7406
CG8818,FBgn0033751,FBgn0175236,FBgn0197112,57.9521,54.3845,39.631,39.32,40.3943,37.2567,36.8992,35.4301,60.1736,58.3706,56.2381,57.3487,56.7952,60.5144,87.6867,80.2291,83.2373,79.8842,82.9802,82.0558
CG8830,FBgn0033738,FBgn0175243,FBgn0197119,13.1189,12.437,8.43261,8.40524,7.92431,6.09789,6.26588,6.2426,9.7016,9.68238,9.66354,9.4507,9.05785,8.50691,11.1067,11.0455,11.1272,9.13924,9.64903,8.81249
