gene_name,Dmel,Dsec,Dsim,Dmel_m,Dmel_f,Dsec_m1,Dsec_m2,Dsec_m3,Dsec_f1,Dsec_f2,Dsec_f3,Dsec_m4,Dsec_m5,Dsec_m6,Dsec_f4,Dsec_f5,Dsec_f6,Dsim_m1,Dsim_m2,Dsim_m3,Dsim_f1,Dsim_f2,Dsim_f3
CG30497,FBgn0050497,FBgn0175640,FBgn0181997,32.8263,34.1676,3.24344,2.70558,2.83487,2.79045,2.43456,2.10253,2.67585,3.03992,2.57905,2.54855,2.73937,2.85971,6.48295,6.46339,5.83413,2.66709,3.10383,2.45289
CG30499,FBgn0050499,FBgn0175659,FBgn0182014,34.5986,34.8264,15.8739,18.3201,17.8723,18.4857,17.894,20.1819,23.6221,25.3429,25.641,28.877,28.4585,26.9699,37.9057,38.5605,38.4532,32.7173,33.1156,35.6038
CG30503,FBgn0050503,FBgn0175678,FBgn0182033,7.8336,9.78722,2.36752,3.57838,2.65339,2.92607,2.24821,2.74001,3.7514,4.29414,3.94665,3.64768,5.85849,6.58793,12.7289,14.1872,11.0874,12.5125,13.7287,14.0951
CG3061,FBgn0038195,FBgn0179011,FBgn0190453,100.589,96.4421,62.1751,62.6627,64.8921,61.8365,61.4195,60.2154,83.7356,85.5856,85.8018,84.8653,84.4783,84.6465,98.0074,104.716,98.5085,95.1153,95.1023,99.5755
CG3062,FBgn0025612,FBgn0167613,FBgn0187912,2.61083,2.14438,1.52343,1.69285,1.85245,1.69912,0.862817,1.03273,2.26965,2.1034,2.4277,1.00756,1.83523,1.89661,4.95743,5.10134,5.22207,1.52446,1.87551,1.67325
CG3065,FBgn0034946,FBgn0170990,FBgn0183556,12.4419,12.2507,8.83317,7.96043,7.63602,7.50977,7.52729,7.35362,11.1174,10.4112,10.6298,10.8457,10.8305,10.8983,15.8736,16.5613,16.5479,15.0397,15.4483,13.7125
CG3071,FBgn0023527,FBgn0174121,FBgn0068685,6.41979,5.28682,5.53138,4.55498,4.44297,1.74026,2.38532,2.16659,7.82484,7.73906,8.27084,3.93311,4.04294,3.81503,8.51169,8.70926,9.72322,6.28386,5.77487,5.77607
CG3077,FBgn0031457,FBgn0173108,FBgn0194200,18.873,18.2871,15.2957,18.6922,16.6797,15.694,16.2734,15.875,21.2794,24.4349,22.5996,23.629,26.5516,24.7792,9.16431,7.57166,8.29623,7.7925,9.29739,8.46398
CG3078,FBgn0023524,FBgn0173801,FBgn0068662,8.68877,4.90611,2.9596,2.60275,2.60972,1.68663,2.04577,2.09739,3.14549,3.59353,3.61987,3.11183,2.66384,3.22138,5.41049,4.86212,5.10247,3.99185,4.0381,3.84076
CG3081,FBgn0025613,FBgn0167614,FBgn0187913,6.84384,6.77954,3.58894,3.09861,3.43514,2.04823,2.78049,2.60326,4.56389,3.97772,4.24928,3.57694,3.3902,3.28873,5.68264,7.33553,5.7839,6.31656,7.72693,6.11149
CG3085,FBgn0034816,FBgn0170899,FBgn0183475,0.532442,0.71893,0.113362,0.182172,0.116302,0.151401,0.19097,0.182862,3.34383,2.89576,2.64789,0.466376,0.634776,0.582562,16.033,18.0097,16.8591,0.728663,0.46146,0.742924
CG3088,FBgn0036015,FBgn0179715,FBgn0184632,1.2426,0.0487807,0.111348,0.312998,0.344148,0,0.0274024,0.0506976,0.135553,0,0.0907705,0,0,0,0,0.0987933,0,0.0668523,0,0.0683226
CG3091,FBgn0029608,FBgn0173802,FBgn0187998,105.519,107.749,101.912,97.9492,101.131,101.516,99.6492,101.516,111.661,112.482,114.623,117.499,115.783,116.67,156.398,157.701,155.012,183.603,188.93,184.177
CG3092,FBgn0034835,FBgn0170908,FBgn0183484,0,0.00826638,0,0,0,0.0710113,0.0384124,0,1.27551,1.47174,1.44136,0.129602,0.0899164,0.259894,6.76595,8.24373,6.38561,0.0795575,0,0.040605
CG31002,FBgn0051002,FBgn0167030,FBgn0188062,0.00791879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG31004,FBgn0051004,FBgn0167042,FBgn0188172,0.023783,0.0809144,0.00857079,0.00920068,0.026422,0.0227026,0.00819765,0.0235323,0.284225,0.19221,0.170268,1.09257,1.13371,1.17492,0.646212,0.66808,0.559554,0.24799,0.235335,0.196822
CG31007,FBgn0051007,FBgn0167054,FBgn0188275,0.0577296,0.0504696,0,0.111743,0,0,0,0.0933885,2.0703,2.55526,2.60607,0.447947,0.463666,0.670418,19.6065,17.0993,18.1213,0.622445,0.555122,0.106155
CG31008,FBgn0051008,FBgn0167056,FBgn0188286,0,0,0.244744,0,0,0,0,0,1.81956,3.1325,1.49902,0,0.294374,0.28395,17.1958,16.5595,14.8446,0,0,0
CG31010,FBgn0051010,FBgn0167076,FBgn0188453,0,0,0,0,0,0,0,0,0.596856,0.794166,0.948406,0,0.134005,0.193856,7.27316,6.28282,6.43005,0,0,0
CG31013,FBgn0051013,FBgn0167081,FBgn0188493,0,0,0,0,0,0.051167700000000003,0,0,0.146237,0.135744,0.0648453,0.0867553,0,0.0290566,1.28948,2.22678,1.60691,0.0287602,0,0.0295013
CG31016,FBgn0051016,FBgn0167830,FBgn0192963,0.00318889,0,0.0289154,0,0,0,0,0.0271036,0.0417834,0.0452479,0.0216122,0.028936,0,0,0.0382697,0.247057,0.235875,0,0,0.028886
CG31019,FBgn0051019,FBgn0167827,FBgn0192960,28.2685,23.1188,23.9018,24.0304,26.4264,19.6185,20.0796,19.2946,31.1968,32.5753,31.9135,28.5638,29.5402,30.0793,16.1292,17.1086,18.1734,20.2433,18.912,18.6329
CG31021,FBgn0051021,FBgn0167828,FBgn0192961,0.0156945,0.0513075,0,0,0,0,0,0,0.0461033,0.0248974,0.166668,0.0318766,0,0,1.20716,0.785468,0.70667,0.217344,0.332476,0.254155
CG31028,FBgn0051028,FBgn0167115,FBgn0188830,1.71648,1.49584,0.553445,0.571204,0.791299,0.613454,0.830512,1.00291,0.79769,0.636633,0.660471,0.605662,0.962607,0.825605,1.8792,1.46573,1.20596,1.51872,1.40824,1.7089
CG31029,FBgn0051029,FBgn0167120,FBgn0188893,0.234668,0.328469,0.0227144,0,0.0233549,0.0806652,0.0437105,0.0209119,1.78332,1.86637,1.82146,0.189217,0.589004,0.260329,10.1802,10.9416,10.4268,0.117414,0.139637,0.146672
CG31033,FBgn0039705,FBgn0167153,FBgn0189188,7.35181,7.17567,4.07056,4.55276,4.49158,3.8971,4.26497,4.68694,6.22799,5.96574,5.32988,4.81661,5.49693,5.62627,7.58486,6.51705,5.80323,5.8547,5.57125,5.50623
CG31036,FBgn0051036,FBgn0167774,FBgn0192915,19.4066,19.0689,7.74047,7.39958,7.73809,5.97124,6.12691,6.51727,10.5689,10.6859,11.7258,11.8077,12.4683,10.8662,7.90704,8.64085,7.94738,9.78855,10.8262,9.89288
CG31038,FBgn0051038,FBgn0167771,FBgn0192912,67.4935,64.9346,20.4781,22.0224,22.0404,18.9044,19.3311,18.0942,33.2376,34.3244,33.3131,37.0592,37.6457,37.0263,45.309,47.6535,47.566,55.5838,57.8446,57.348
CG3104,FBgn0031473,FBgn0173094,FBgn0194188,159.456,171.515,67.0815,67.9189,68.4469,63.98,62.0938,65.4968,132.432,132.186,127.679,130.863,134.394,126.864,84.5664,93.0252,85.8464,97.5496,97.2877,98.048
CG31041,FBgn0051041,FBgn0167174,FBgn0189273,0.494993,0.463745,0.967323,0.74102,0.42531,0.485779,0.263428,0.755396,1.09426,1.28547,0.819885,0.577119,1.35554,1.01595,2.2235,1.11341,1.60022,1.99583,1.72259,1.06651
CG31050,FBgn0051050,FBgn0167226,FBgn0189567,0,0.125453,0,0,0,0,0,0,1.13717,2.04474,1.95448,0,0,0,13.3457,10.4804,12.8879,0.597034,0,0
CG31051,FBgn0051051,FBgn0171209,FBgn0189577,22.6445,20.2274,8.89345,9.59312,10.7244,9.26535,9.49516,9.22032,13.1691,11.5777,12.6924,11.1897,12.0619,12.1253,29.646,29.8904,31.3941,33.7,35.1397,34.6857
CG31055,FBgn0051055,FBgn0171244,FBgn0189608,0.123119,0.0771671,0,0.0348691,0,0,0.0312802,0,1.00833,0.906422,0.817799,0.066929,0.0696132,0.0335248,5.1697,4.50996,5.37555,0.0315,0,0
CG31058,FBgn0051058,FBgn0171247,FBgn0189611,6.61125,6.59916,66.3614,67.4844,57.8352,53.6532,66.6508,56.5679,75.1599,79.1819,85.6328,87.9295,90.8056,77.9886,14.3048,14.3185,14.3565,15.5733,17.2261,19.3004
CG3106,FBgn0030148,FBgn0166295,FBgn0195893,0.0284461,0.0218059,0.096874,0,0.0249335,0.0212877,0.0231043,0.0221001,0.379676,0.312238,0.447166,0.87832,0.913838,0.856583,1.75569,1.91363,1.82924,0.0187763,0.0806855,0.192448
CG31068,FBgn0051068,FBgn0165328,FBgn0186803,0.818263,0.798237,0.198309,0.251772,0.22248,0.112019,0.138883,0.182699,0.185285,0.199721,0.36885,0.0547521,0.0949153,0.0732064,1.11541,1.673,1.54362,0.721606,0.600782,0.573921
CG3107,FBgn0033005,FBgn0168487,FBgn0188269,32.8453,34.8768,20.2788,18.9917,19.7956,20.8723,20.6088,21.0781,26.595,25.5403,26.3358,26.1707,24.7931,24.6648,33.6778,33.188,32.4727,36.0164,34.6696,33.3131
CG31075,FBgn0051075,FBgn0165103,FBgn0189649,185.461,174.976,270.602,281.138,275.738,245.891,245.501,239.316,296.238,293.467,294.677,278.745,278.057,279.133,165.101,167.108,171.831,186.618,194.563,187.959
CG31077,FBgn0051077,FBgn0165308,FBgn0192757,0,0.373567,0,0,0,0,0,0,0,0,0.0305142,0.0814872,0,0.081888,1.01967,0.992789,1.09763,1.21711,1.13537,1.21212
CG3108,FBgn0029807,FBgn0167552,FBgn0187857,0.073388,0.0162172,0.0485272,0.0130422,0.0249369,0.0532857,0.0577519,0.0110628,0.0182924,0.0591691,0.0472073,0.0252078,0.0130863,0.050464,0,0,0.0280409,0,0.0207469,0.0198222
CG31087,FBgn0051087,FBgn0172634,FBgn0189744,0.107687,0.09138,0.666734,0.637814,0.725316,0.42834,0.859204,0.684982,1.0978,0.982474,1.13271,1.73665,2.26759,2.62994,3.13338,3.19812,2.84724,1.89214,1.28876,1.56524
CG31088,FBgn0051088,FBgn0174303,FBgn0189329,0.0633947,0.115296,0,0,0,0,0,0,1.54461,0,0,0,0,0,9.17095,9.73417,6.67822,0,0,0
CG31089,FBgn0051089,FBgn0165228,FBgn0192697,0.231113,0.282754,0.257345,0.198015,0.265409,0.130209,0.354325,0.169422,0.557773,0.7761,0.768187,1.17892,1.30386,1.18204,0.397957,0.373847,0.459967,0.108644,0.0388737,0.185496
CG31091,FBgn0051091,FBgn0165227,FBgn0192696,0.117061,0.17271,0.494699,0.286843,0.274589,0.169168,0.220817,0.246348,0.507614,0.462329,0.303425,0.523292,0.46695,0.412972,0.247275,0.15944,0.3046,0.182777,0.235797,0.224982
CG31093,FBgn0051093,FBgn0165166,FBgn0189702,0,0,0,0,0,0,0,0,0.567757,0.611267,0.584917,0.170834,0,0,6.01417,5.75713,5.08378,0,0.337301,0
CG31097,FBgn0051097,FBgn0172638,FBgn0189748,0.342784,0.27289,0.204158,0.0440479,0,0.181443,0.237689,0.264919,0.120187,0.0976417,0.155342,0.252904,0.176191,0.169751,1.06519,1.14518,1.31201,0.553431,0.467316,0.567493
CG31098,FBgn0051098,FBgn0172640,FBgn0189750,39.5827,37.9739,60.4861,61.4461,57.0769,57.9092,61.1803,60.3545,79.5635,76.9309,76.8776,80.5463,79.6564,82.8527,48.4397,52.9487,51.6029,53.2991,55.3159,54.1919
CG31099,FBgn0051099,FBgn0172635,FBgn0189745,0.0957511,0.0562656,0.0385413,0,0.0397157,0,0.0373738,0.0357222,0.22207,0.390388,0.372598,0.0386689,0.0402554,0.116401,3.57542,2.6943,3.04982,0.0485502,0,0
CG31100,FBgn0051100,FBgn0181147,FBgn0192292,59.8437,49.5357,94.7576,93.9065,94.5391,78.3908,77.8503,79.1267,117.627,120.602,118.631,119.206,118.048,115.48,185.157,178.643,184.749,200.786,198.171,198.656
CG31102,FBgn0051102,FBgn0172639,FBgn0189749,3.31512,3.33787,5.25714,5.36097,5.5712,5.2942,5.25174,5.31416,11.7602,10.3165,10.6527,12.093,12.6044,12.5534,8.47226,9.09793,8.35718,8.52219,7.35196,8.28672
CG31103,FBgn0051103,FBgn0172725,FBgn0192638,65.8308,68.9751,77.3528,78.7668,79.5901,74.9912,77.8086,76.2999,94.2137,91.2381,93.2626,80.4538,84.574700000000007,86.1752,61.9815,58.9621,60.8589,56.3112,58.4486,60.7841
CG31105,FBgn0051105,FBgn0178320,FBgn0189792,6.30339,4.56949,0.193343,0.178439,0.170677,0.0982416,0.160284,0.127676,0.447292,0.461156,0.461558,0.310409,0.234844,0.254813,15.9412,16.7695,18.2356,15.6873,14.7603,14.4045
CG31108,FBgn0051108,FBgn0172658,FBgn0189768,12.1991,12.3665,8.014,8.51806,8.49102,7.12492,8.58483,7.97898,8.99039,9.07619,8.58216,8.55317,8.41777,8.87314,13.8016,13.9046,14.5611,12.6976,13.5799,13.1261
CG31109,FBgn0051109,FBgn0172668,FBgn0189776,13.5675,12.8695,17.534,14.6318,15.5876,14.7785,17.1263,14.9582,21.3084,21.6589,20.1071,19.1069,22.9511,20.7252,18.5376,20.5946,16.5093,17.9845,20.3683,24.0956
CG31111,FBgn0051111,FBgn0172667,FBgn0189774,4.71377,5.49741,3.44207,3.77317,3.92669,3.63073,3.55075,4.44468,5.16875,4.42381,4.45423,4.01322,3.8618,5.60835,3.02442,4.70575,4.8281,4.60548,4.31286,4.84215
CG31115,FBgn0051115,FBgn0172695,FBgn0192610,8.48894,6.54695,1.21886,1.30766,0.967582,1.17632,0.690452,0.659907,2.1282,1.23806,2.06247,0.474348,0.492101,0.474395,7.80072,10.184,7.88545,2.47887,2.01533,2.09111
CG31120,FBgn0051120,FBgn0171381,FBgn0189785,12.6469,12.7147,2.08979,2.09133,2.10879,1.74087,1.91694,1.77425,2.93488,2.99945,2.22552,2.07623,2.47279,2.74507,10.1113,9.86694,9.60986,8.15107,9.8231,10.2296
CG31121,FBgn0051121,FBgn0178314,FBgn0189787,3.03648,2.88253,2.24275,2.4197,2.42961,1.67912,1.62217,1.5653,3.81165,3.54855,3.73967,4.01069,3.30955,3.53875,2.57111,2.46335,2.68481,2.63284,2.54258,3.14449
CG31125,FBgn0051125,FBgn0178338,FBgn0189811,8.20716,7.52164,5.62614,4.96763,4.51304,4.54496,5.49136,4.96131,6.86858,6.04573,6.4514,6.21637,5.47107,6.18302,6.24189,6.39891,6.21886,7.05065,6.99491,6.50608
CG31126,FBgn0051126,FBgn0181470,FBgn0192573,35.0436,33.2022,13.4392,13.1251,14.1104,15.2714,18.8747,14.9509,19.7019,24.2777,25.595,24.1428,21.7152,19.8563,38.113,46.1601,43.9019,39.5727,45.46,46.9268
CG31128,FBgn0051128,FBgn0181453,FBgn0192556,0,0,0.121372,0,0,0,0,0,1.03506,0.0932669,0.62493,0.124166,0.129551,0.124846,5.40906,6.9595,6.67015,0,0,0
CG31139,FBgn0051139,FBgn0178481,FBgn0189950,0.0298813,0.0270989,0,0,0,0,0.0354575,0,0.481895,0.335542,0.583729,0,0.041145,0,2.83495,3.1919400000000002,2.89467,0.0374492,0,0
CG31140,FBgn0051140,FBgn0181396,FBgn0192505,9.88964,10.1857,0.775789,0.848267,1.01013,0.676297,0.768109,0.874957,0.401881,0.451667,0.389216,0.343354,0.364266,0.506235,0.442311,0.434202,0.498751,0.614389,0.595691,0.469967
CG31141,FBgn0051141,FBgn0181388,FBgn0192498,0.0342561,0,0,0,0,0,0,0,1.33121,2.09304,1.18648,0.0849121,0.176579,0.0851218,14.5227,17.4951,14.9079,0.746007,0.445106,0.254973
CG31142,FBgn0047114,FBgn0181390,FBgn0192500,11.3065,12.538,2.44769,2.64003,3.54447,3.80574,3.57428,5.06333,4.40085,4.57926,4.64007,4.67908,5.42053,4.82804,8.48781,9.13037,5.70404,8.98,8.83774,6.54412
CG31145,FBgn0051145,FBgn0178418,FBgn0189894,97.9217,89.1449,33.1204,32.8259,33.7525,25.6802,25.2407,25.6448,42.7416,44.1388,44.3051,46.9018,46.1731,45.288,46.7523,48.2533,46.5003,54.8037,54.9926,54.5585
CG31148,FBgn0051148,FBgn0181373,FBgn0192482,0.00661723,0.0123313,0,0,0,0,0,0,0.499728,0.786787,0.58807,1.52092,1.34375,1.35853,1.63696,1.71595,1.63913,0.0238778,0.0255699,0.0244163
CG31156,FBgn0051156,FBgn0178498,FBgn0189967,3.91006,3.99741,0.756443,1.0315,0.904204,1.05471,0.958365,0.989134,1.08532,1.06279,0.953953,1.27942,1.0105,0.994164,1.54787,1.37553,1.51528,1.33495,1.79627,1.36813
CG31157,FBgn0051157,FBgn0178947,FBgn0190390,0.527952,0.757317,0.153029,0.412309,0.473486,0.201743,0.292922,0.06992,0.663679,0.478161,0.570378,0.704245,1.46444,1.17718,0.905343,0.648531,0.721669,0.300799,0.484472,0.693051
CG3117,FBgn0031471,FBgn0173095,FBgn0194189,0.113197,0.0819006,0.316491,0.389466,0.466123,0.643985,0.830798,0.502064,0.439823,0.620235,0.697488,0.938962,0.92775,0.800146,1.18555,1.2699,1.08472,1.40077,1.40534,1.15622
CG31174,FBgn0051174,FBgn0178551,FBgn0190018,3.32956,3.47727,0.702423,1.01392,0.72732,0.689129,0.528049,0.216304,1.33244,1.68643,2.0127100000000002,0.809373,1.27993,0.410668,8.85813,10.702,11.344,2.94961,3.73133,2.68772
CG31176,FBgn0051176,FBgn0165942,FBgn0191450,10.0287,9.54366,6.00068,5.61948,5.32725,3.84997,4.50286,4.00355,7.71247,7.35672,7.60286,8.31749,8.08028,7.19764,7.03483,7.70841,7.74998,8.79814,8.787,9.61468
CG31178,FBgn0064912,FBgn0181233,FBgn0083455,0.0427645,0.0631999,0.87853,0.258273,0.329396,0.992483,0.696087,0.590905,2.819,3.62512,3.21855,1.95442,1.23507,1.02121,13.7114,13.7607,14.5431,1.51033,1.62053,1.2723
CG31183,FBgn0051183,FBgn0180603,FBgn0191794,3.42475,3.30087,2.78493,3.15148,3.16653,2.2194,2.51628,2.2759,4.52812,4.1987,4.39609,4.46886,4.55296,4.62799,3.54732,3.7465,3.88497,3.96028,3.88708,3.91521
CG31189,FBgn0051189,FBgn0170033,FBgn0191500,41.6295,36.6693,37.0172,34.9574,33.0946,34.3295,33.1376,34.9895,40.5775,42.4934,41.2276,35.5171,39.8072,35.9548,62.6089,65.5812,65.2584,70.7819,68.4779,69.1323
CG3119,FBgn0031466,FBgn0173099,FBgn0194192,3.35821,2.9104,5.37951,6.58182,5.82558,5.99224,6.25914,6.48534,12.7668,12.6682,12.026,11.2442,11.393,13.2091,2.0883,2.1655,1.95663,2.55098,1.89243,2.86106
CG31191,FBgn0051191,FBgn0170039,FBgn0191504,0.595625,0.669231,0.115629,0.123908,0.178144,0.202269,0.109382,0.0523228,0.0866176,0.186296,0.13387,0.248715,0.128743,0.372415,0.869219,0.50527,0.564383,0.458596,0.489704,0.350734
CG31195,FBgn0051195,FBgn0178031,FBgn0191518,20.1427,20.707,9.25012,9.10516,9.23892,8.24004,8.28354,8.4325,8.69829,8.7746,8.53521,9.30522,9.33802,9.33778,9.19965,8.76291,8.48942,8.88148,9.0377,9.58908
CG31198,FBgn0051198,FBgn0181224,FBgn0192354,0,0.00635573,0.0142064,0.015254,0,0,0,0.02627,0.641378,0.65808,0.533404,2.28395,2.46037,2.3581,9.43987,9.05852,8.72394,0.0808875,0.0865011,0.124017
CG31199,FBgn0051199,FBgn0178033,FBgn0191520,210.645,168.544,384.614,383.897,380.578,296.828,317.12,308.509,546.072,549.964,554.303,519.873,516.291,513.766,524.826,531.591,524.04,577.768,587.951,569.79
CG31200,FBgn0051200,FBgn0178032,FBgn0191519,435.45,354.122,203.415,203.94,204.212,168.304,164.415,169.31,334.253,327.667,330.821,327.78,328.15,326.118,454.314,450.287,455.783,490.711,487.162,488.238
CG31202,FBgn0051202,FBgn0167141,FBgn0189094,0.0550478,0.0589127,0.0882283,0.0950412,0.0606681,0.104395,0.113667,0.0271429,0.197004,0.118401,0.316498,0.0908762,0.0315452,0.0912444,0.521397,0.387987,0.329539,0.672483,0.627669,0.359182
CG31204,FBgn0051204,FBgn0167031,FBgn0188073,0,0.00643942,0.0290407,0,0.0299451,0.0514965,0.0560047,0.0267573,1.20023,1.15347,1.28262,0.119887,0.155789,0.12024,9.5833,10.6129,9.81223,0.0879652,0.0628165,0.0599898
CG31205,FBgn0051205,FBgn0177998,FBgn0190870,103.99,79.1918,4.3376,5.65482,4.5329,4.04829,4.10028,4.30666,5.94678,6.78064,5.31158,5.656,6.55036,6.49057,296.341,294.15,292.628,348.591,342.782,351.539
CG31206,FBgn0051206,FBgn0178076,FBgn0191559,0.03246,0.0152882,0,0,0,0,0,0,2.28315,2.46819,2.35832,0.34284,0,0.229275,20.495,19.9684,19.2182,0.108758,0.349816,0.111329
CG31207,FBgn0051207,FBgn0170032,FBgn0191498,115.73,107.221,93.8188,94.8327,96.5657,81.2264,80.8652,81.6221,133.991,137.66,133.029,111.826,112.15,110.194,120.964,113.079,108.535,120.042,111.737,113.095
CG3121,FBgn0034957,FBgn0170996,FBgn0183560,0.0609073,0.0943328,0.0318146,0.0341506,0,0,0.0304108,0.0872011,0.214276,0.25636,0.220972,0.0981207,0.033902,0.0981605,3.40002,2.84107,2.46,0.0885979,0.047435,0.135778
CG31211,FBgn0051211,FBgn0178852,FBgn0190307,52.7449,51.5322,27.7595,28.0575,27.8279,23.648,24.3224,23.1967,37.3471,39.5817,38.1889,38.0351,37.0269,37.4051,46.2819,46.5573,46.1604,51.9879,50.8994,52.1731
CG31213,FBgn0051213,FBgn0172593,FBgn0190828,0.0106243,0.0279074,0.269318,0.275873,0.222597,0.276221,0.157163,0.212614,0.0977807,0.0741173,0.0909952,0.0269928,0.0281183,0.0135587,0.216261,0.182929,0.174651,0,0.0244201,0.0116415
CG31219,FBgn0051219,FBgn0181538,FBgn0190809,0.0703555,0.0980176,0,0,0,0,0,0,0,0,0,0,0,0,0.230839,0.0827164,0.158006,0.112736,0,0.0577893
CG31220,FBgn0051220,FBgn0181705,FBgn0190808,0.189027,0.0876024,0,0,0,0,0,0,0.0296137,0,0,0,0,0,0,0.0767473,0,0,0,0
CG31221,FBgn0051221,FBgn0181693,FBgn0190795,126.298,142.644,31.3013,33.6647,32.7962,27.8136,24.955,25.6053,15.4655,14.825,16.7577,17.8021,16.8629,16.8543,14.8621,13.252,11.9308,18.5696,15.638,15.8613
CG31223,FBgn0051223,FBgn0178005,FBgn0190878,4.67734,4.54844,2.06956,1.65236,1.85677,1.9612,1.84056,1.85362,2.97881,2.40578,2.72767,2.55665,2.51623,2.69796,2.92149,2.84044,2.85292,2.82415,3.06436,2.85754
CG31226,FBgn0051226,FBgn0173584,FBgn0191628,0.203022,0.178829,0,6.42818,0,0,0,0,208.019,192.4,208.859,67.4404,27.7774,20.1585,1456.67,1538.1,1436.77,21.8347,7.68206,44.296
CG31229,FBgn0051229,FBgn0172787,FBgn0190746,36.3249,35.605,16.8085,19.1103,16.8746,16.988,16.981,17.5148,20.4118,21.889,23.3024,19.2098,21.4255,22.8868,21.3808,23.2003,25.8913,21.8019,20.779,20.7143
CG3123,FBgn0031465,FBgn0173100,FBgn0194193,0.0655006,0.0896085,0.147867,0.0682712,0.174354,0.0373111,0.0609811,0.0777205,0.111227,0.0344001,0,0,0,0.0438711,0.441995,0.600413,0.633932,0.469545,0.732805,0.480824
CG31231,FBgn0051231,FBgn0172786,FBgn0190744,0.0805173,0.0587053,0.0182335,0,0.0375181,0.0161981,0.0527093,0,0.304016,0.313352,0.395469,0.10962,0.0949276,0.0731852,2.66049,2.73981,2.59692,0.034031,0.036466,0.0173852
CG31235,FBgn0051235,FBgn0173619,FBgn0191658,0.34035,0.448785,0.423095,0.129244,0.123968,0.213762,0.172902,0.220785,0.681756,1.21955,0.980892,0.761327,1.04998,1.3904,1.94395,1.76279,1.76315,1.2745,1.69778,1.48774
CG3124,FBgn0034840,FBgn0170484,FBgn0196380,0.0207618,0.0189077,0.116021,0,0,0.0501229,0.163072,0.0519674,15.0739,14.4787,12.9624,1.35036,1.68653,1.96655,82.1803,84.3397,82.8397,0.781565,0.772522,0.799429
CG31244,FBgn0051244,FBgn0181758,FBgn0191594,0.0307425,0.0284984,0,0.0982717,0,0,0,0.0419326,0.779282,1.06037,1.08386,0.140617,0,0.187859,7.31184,7.96509,8.19269,0.0453434,0.243024,0.185531
CG31245,FBgn0051245,FBgn0181760,FBgn0191596,0,0.0109332,0.0730094,0,0,0,0,0,1.43493,1.54862,1.64539,0.075995,0.0790208,0.0760991,8.51333,10.0812,10.3385,0.0725534,0,0.0742895
CG31249,FBgn0051249,FBgn0170268,FBgn0186767,9.66684,10.2343,6.65861,6.72999,5.86794,5.4842,4.91344,5.8756,7.14788,7.87663,6.57044,5.39494,8.11615,6.50842,9.3484,10.6982,10.9897,9.85911,8.57,9.9407
CG31251,FBgn0051251,FBgn0170269,FBgn0186768,2.39539,2.11065,3.06623,4.23447,2.32085,3.16473,3.34882,3.81573,4.36143,3.80257,5.1596,5.48007,4.47527,4.90455,7.92306,8.50029,6.65838,8.1627,9.12458,9.00013
CG31262,FBgn0051262,FBgn0170296,FBgn0191720,0,0.0143483,0,0,0,0,0,0,0,0.024277,0,0,0,0,0,0,0,0,0,0.0443684
CG31265,FBgn0051265,FBgn0170130,FBgn0190646,0,0,0,0,0,0,0,0,0.174719,0.235162,0.135076,0.433667,0.771323,0.744412,0.478497,0.680801,0.488619,0,0,0
CG31266,FBgn0051266,FBgn0170131,FBgn0190647,0,0,0,0,0,0,0,0,0.0402163,0,0.16577,0.169984,0.353374,0.510809,0.154232,0,0.788685,0,0,0
CG31267,FBgn0051267,FBgn0170132,FBgn0190648,0,0,0,0,0,0,0,0,0.0903379,0,0.186267,1.08661,0.86433,0.832786,0.663718,1.06641,0.850737,0,0.0659396,0.0629116
CG31268,FBgn0051268,FBgn0170118,FBgn0190637,0,0.0111905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179279,0,0,0,0
CG31269,FBgn0051269,FBgn0170129,FBgn0190645,0.0165816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG31272,FBgn0051272,FBgn0181009,FBgn0192173,36.3054,36.6918,8.74651,8.55167,8.77179,8.6737,8.23231,8.30762,8.137,8.34203,7.72247,12.9827,13.6542,13.0453,11.3662,12.6916,12.4688,12.6286,13.6176,12.3449
CG31275,FBgn0063261,FBgn0170324,FBgn0191745,0,0,0,0,0,0,0,0,3.72636,3.26177,2.39956,0.748069,0.779732,0.751224,16.9957,16.3127,16.5044,1.0271,0.3664,0
CG31278,FBgn0051278,FBgn0181015,FBgn0192179,5.81818,6.24552,1.88143,2.95515,2.38304,2.96539,3.14423,3.27534,3.40449,4.6454,2.63425,2.48873,2.34838,2.86731,4.10276,3.34145,3.09385,2.54159,3.2454,3.17421
CG31279,FBgn0051279,FBgn0170073,FBgn0190602,2.43319,2.66004,0.0577292,0.155138,0.0297208,0.0765499,0.138437,0.053026,0.305855,0.282759,0.225381,0.0612032,0.0954494,0.122639,0.867297,1.11147,0.842547,0.468827,0.602342,0.54321
CG31286,FBgn0051286,FBgn0165852,FBgn0191373,0,0,0,0,0,0,0,0,1.07226,1.03343,1.41898,0.0852775,0,0.0857283,7.15669,5.78182,5.06592,0,0.180853,0.0860915
CG31287,FBgn0051287,FBgn0170057,FBgn0190588,0.700268,0.282148,0.359397,0.155086,0.296712,0.317801,0.34657,0.397626,2.16313,2.11375,2.72845,0.453626,0.0788209,0.531962,16.0809,14.5505,16.3067,0.367063,0.315979,0.150475
